episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-4042.4,27,81,0.00,0,12.54,0.990
2,-846.7,5,17,0.00,0,13.38,0.980
3,-1448.3,10,29,0.00,0,13.48,0.970
4,-899.2,7,18,0.00,0,13.61,0.961
5,-1199.4,8,24,0.00,0,13.65,0.951
6,-400.0,2,8,0.00,0,13.83,0.941
7,-2300.6,15,46,0.00,0,13.73,0.932
8,-29931.5,200,599,0.00,1,13.04,0.923
9,-1399.4,10,28,0.00,0,13.61,0.914
10,-2394.0,23,48,0.00,0,12.53,0.904
11,-649.3,5,13,0.00,0,13.66,0.895
12,-1001.2,8,20,0.00,0,13.83,0.886
13,-1095.7,8,22,0.00,0,13.16,0.878
14,-3143.3,22,63,0.00,0,12.77,0.869
15,-6954.1,59,139,0.00,0,13.14,0.860
16,-2348.2,18,47,0.00,0,13.30,0.851
17,-847.5,5,17,0.00,0,13.48,0.843
18,-899.2,6,18,0.00,0,13.66,0.835
19,-899.2,6,18,0.00,0,13.65,0.826
20,-14413.9,124,369,0.25,0,10.25,0.818
21,-3099.2,20,62,0.00,0,13.51,0.810
22,-747.4,5,15,0.00,0,13.44,0.802
23,-696.6,4,14,0.00,0,13.38,0.794
24,-1894.2,12,38,0.00,0,12.98,0.786
25,-5089.7,35,102,0.00,0,12.06,0.778
26,-4950.5,67,180,0.25,0,10.10,0.770
27,-692.8,5,14,0.00,0,12.86,0.762
28,-1267.9,36,106,0.25,0,11.36,0.755
29,-5234.9,36,105,0.00,0,11.45,0.747
30,-746.1,5,15,0.00,0,13.28,0.740
31,-3231.8,40,65,0.00,0,10.40,0.732
32,-743.9,5,15,0.00,0,13.00,0.725
33,-14069.2,124,363,0.25,0,8.53,0.718
34,-7988.1,96,242,0.25,0,6.61,0.711
35,-849.3,6,17,0.00,0,13.66,0.703
36,1074.9,20,59,0.25,0,11.19,0.696
37,-3011.9,49,141,0.25,0,10.95,0.689
38,-648.1,4,13,0.00,0,13.55,0.683
39,-989.9,9,20,0.00,0,12.36,0.676
40,23051.7,51,100,0.25,0,7.80,0.669
41,-1148.0,36,104,0.25,0,9.71,0.662
42,-6304.5,72,207,0.25,0,9.24,0.656
43,10202.4,38,77,0.25,0,8.44,0.649
44,36187.9,47,78,0.50,0,5.35,0.643
45,-1453.3,39,110,0.25,0,8.98,0.636
46,7262.3,73,137,0.50,0,7.16,0.630
47,-1291.0,9,26,0.00,0,12.59,0.624
48,51459.7,71,133,0.50,0,7.38,0.617
49,35.5,30,80,0.25,0,10.34,0.611
50,-1488.8,46,111,0.25,0,8.34,0.605
