episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-1948.4,17,39,0.00,0,13.26,0.997
2,-697.4,5,14,0.00,0,13.43,0.994
3,-747.4,6,15,0.00,0,13.39,0.991
4,-400.0,2,8,0.00,0,13.83,0.988
5,-1397.6,12,28,0.00,0,13.29,0.985
6,-13232.1,99,265,0.00,0,10.85,0.982
7,-1344.2,13,27,0.00,0,12.80,0.979
8,-1746.7,16,35,0.00,0,13.06,0.976
9,-847.3,7,17,0.00,0,13.36,0.973
10,-798.3,7,16,0.00,0,13.47,0.970
11,-1098.5,7,22,0.00,0,13.57,0.967
12,-1101.0,8,22,0.00,0,13.83,0.965
13,-400.0,2,8,0.00,0,13.83,0.962
14,-8998.8,61,180,0.00,0,12.88,0.959
15,-3198.2,23,64,0.00,0,13.26,0.956
16,-1998.2,13,40,0.00,0,13.46,0.953
17,-1599.0,10,32,0.00,0,13.61,0.950
18,-9728.1,93,276,0.25,0,11.04,0.947
19,-1546.7,12,31,0.00,0,13.20,0.945
20,-547.7,4,11,0.00,0,13.48,0.942
21,-950.9,7,19,0.00,0,13.83,0.939
22,-700.2,4,14,0.00,0,13.83,0.936
23,-1347.8,9,27,0.00,0,13.44,0.933
24,-650.3,4,13,0.00,0,13.83,0.930
25,-10876.9,80,218,0.00,0,11.50,0.928
26,-797.6,5,16,0.00,0,13.48,0.925
27,-1791.2,13,36,0.00,0,12.53,0.922
28,-21148.3,148,423,0.00,0,11.63,0.919
29,-5296.1,37,106,0.00,0,12.82,0.917
30,-1045.9,8,21,0.00,0,13.18,0.914
31,-9902.9,67,198,0.00,0,13.31,0.911
32,-17440.6,116,349,0.00,0,11.65,0.908
33,-2200.3,15,44,0.00,0,13.67,0.906
34,-2594.6,19,52,0.00,0,12.86,0.903
35,-5032.3,65,101,0.00,0,9.63,0.900
36,-2690.7,20,54,0.00,0,12.35,0.897
37,-3345.3,26,67,0.00,0,12.78,0.895
38,-1099.1,11,22,0.00,0,13.44,0.892
39,-5143.6,64,184,0.25,0,10.38,0.889
40,-1648.8,13,33,0.00,0,13.44,0.887
41,-997.3,7,20,0.00,0,13.39,0.884
42,-4247.9,29,85,0.00,0,13.18,0.881
43,-11988.9,83,241,0.00,0,11.38,0.879
44,-15223.1,102,305,0.00,0,11.89,0.876
45,-400.0,2,8,0.00,0,13.83,0.874
46,-4343.2,33,87,0.00,0,12.42,0.871
47,-4449.2,29,89,0.00,0,13.39,0.868
48,-2993.4,26,60,0.00,0,12.46,0.866
49,-2410.0,44,129,0.25,0,10.71,0.863
50,-2942.9,20,59,0.00,0,12.68,0.861
51,-1244.1,9,25,0.00,0,12.96,0.858
52,-7293.2,48,146,0.00,0,12.40,0.855
53,-646.8,5,13,0.00,0,13.34,0.853
54,-1149.5,8,23,0.00,0,13.66,0.850
55,-4201.4,31,84,0.00,0,13.51,0.848
56,-8896.2,60,178,0.00,0,12.64,0.845
57,-10967.6,107,300,0.25,0,10.56,0.843
58,-16531.6,150,332,0.00,0,8.65,0.840
59,-498.8,3,10,0.00,0,13.65,0.838
60,-8837.0,64,177,0.00,0,11.25,0.835
61,-2193.7,17,44,0.00,0,12.75,0.833
62,-450.3,3,9,0.00,0,13.83,0.830
63,-550.1,3,11,0.00,0,13.83,0.828
64,-1248.0,8,25,0.00,0,13.50,0.825
65,-3491.2,26,70,0.00,0,12.31,0.823
66,-2891.8,19,58,0.00,0,12.58,0.820
67,-1095.4,35,103,0.25,0,11.13,0.818
68,-895.4,9,18,0.00,0,13.03,0.815
69,-898.5,6,18,0.00,0,13.57,0.813
70,-1150.1,38,104,0.25,0,10.28,0.810
71,-7808.3,81,237,0.25,0,11.26,0.808
72,-3383.4,62,149,0.25,0,9.06,0.805
73,-9594.2,91,273,0.25,0,9.41,0.803
74,-698.8,4,14,0.00,0,13.66,0.801
75,-17475.1,160,432,0.25,0,7.84,0.798
76,-6050.5,40,121,0.00,0,13.41,0.796
77,-19092.6,133,384,0.00,0,8.53,0.793
78,-795.6,6,16,0.00,0,13.18,0.791
79,-3545.8,27,71,0.00,0,12.84,0.789
80,-2493.4,19,50,0.00,0,12.68,0.786
81,-1144.2,10,23,0.00,0,12.89,0.784
82,-17153.5,147,425,0.25,0,6.96,0.782
83,-1937.6,17,39,0.00,0,11.92,0.779
84,-18003.3,151,442,0.25,0,8.94,0.777
85,-1888.0,19,38,0.00,0,11.85,0.775
86,-14573.9,98,292,0.00,0,9.93,0.772
87,-1441.3,15,29,0.00,0,12.36,0.770
88,-1497.7,47,111,0.25,0,8.73,0.768
89,112241.0,79,156,0.25,0,8.63,0.765
90,-1346.7,10,27,0.00,0,13.25,0.763
91,-600.4,4,12,0.00,0,13.83,0.761
92,-5023.3,34,101,0.00,0,11.28,0.758
93,-1141.8,13,23,0.00,0,12.44,0.756
94,-2285.4,45,127,0.25,0,10.71,0.754
95,-2346.1,15,47,0.00,0,13.18,0.752
96,-15108.4,145,384,0.25,0,8.36,0.749
97,-11821.1,92,238,0.00,0,8.56,0.747
98,-7213.7,51,145,0.00,0,10.87,0.745
99,-3076.9,58,143,0.25,0,7.99,0.743
100,-3595.6,59,153,0.25,0,9.35,0.740
101,-5732.5,43,115,0.00,0,10.93,0.738
102,221103.9,172,341,0.50,0,6.93,0.736
103,-2188.5,17,44,0.00,0,12.10,0.734
104,18369.6,68,82,0.50,0,3.72,0.732
105,-1244.8,10,25,0.00,0,12.99,0.729
106,22771.6,44,66,0.25,0,5.97,0.727
107,-3088.4,24,62,0.00,0,11.96,0.725
