episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
109,-3102.1,25,63,0.00,0,8.47,0.334
110,42533.6,38,71,0.50,0,6.80,0.331
111,1686.0,18,47,0.25,0,9.89,0.328
112,52178.4,42,39,0.75,0,2.30,0.324
113,7961.3,22,42,0.50,0,7.56,0.321
114,-343.2,35,88,0.25,0,8.21,0.318
115,122165.3,50,0,1.00,0,0.00,0.315
116,12562.3,35,70,0.25,0,6.56,0.312
117,1165.2,29,58,0.25,0,6.76,0.309
118,30654.2,30,29,0.75,0,4.24,0.305
119,11971.2,25,42,0.50,0,6.36,0.302
120,-1283.5,11,26,0.00,0,11.54,0.299
121,168159.0,47,0,1.00,0,0.00,0.296
122,17222.4,29,57,0.50,0,6.72,0.293
123,6808.5,39,66,0.50,0,4.26,0.290
124,84147.2,41,0,1.00,0,0.00,0.288
125,23022.5,31,61,0.50,0,5.88,0.285
126,11907.7,22,43,0.50,0,8.00,0.282
127,29649.2,34,10,0.75,0,0.56,0.279
128,26255.6,44,77,0.50,0,4.26,0.276
129,46703.3,32,28,0.50,0,2.86,0.273
130,-4783.1,41,97,0.00,0,7.34,0.271
131,11473.4,29,52,0.50,0,6.66,0.268
132,39279.7,42,57,0.50,0,2.65,0.265
133,1491.8,22,51,0.25,0,8.84,0.263
134,7518.2,26,51,0.50,0,6.72,0.260
135,95710.0,46,48,0.50,0,4.14,0.257
136,70128.9,44,40,0.75,0,2.92,0.255
137,32904.1,28,24,0.75,0,3.72,0.252
138,106603.0,45,31,0.75,0,0.35,0.250
139,889.8,23,63,0.25,0,9.42,0.247
140,46347.0,35,35,0.75,0,3.58,0.245
141,2038.9,18,40,0.25,0,9.28,0.242
142,15942.4,29,43,0.50,0,6.02,0.240
143,84533.5,43,32,0.75,0,3.20,0.238
144,42554.0,41,71,0.50,0,4.32,0.235
145,76674.1,38,29,0.75,0,3.20,0.233
146,34897.3,28,24,0.75,0,3.72,0.231
147,96146.2,36,0,1.00,0,0.00,0.228
148,34788.7,26,26,0.75,0,4.42,0.226
149,1431.2,30,53,0.25,0,4.84,0.224
150,54375.3,39,35,0.75,0,1.95,0.221
151,24363.0,34,35,0.50,0,2.75,0.219
152,2051.3,19,40,0.25,0,8.26,0.217
153,68167.4,39,39,0.75,0,3.35,0.215
154,31792.5,32,46,0.50,0,4.52,0.213
155,84155.7,37,0,1.00,0,0.00,0.211
156,42606.0,30,30,0.75,0,3.35,0.208
157,56149.0,32,0,1.00,0,0.00,0.206
158,-7493.7,57,152,0.00,0,6.40,0.204
