Episode	TotalReward	Steps	Collisions	SuccessRate	Timeout
1	-165.4	7	16	0.00	False
2	-347.8	12	34	0.00	False
3	-366.4	12	36	0.00	False
4	-498.8	17	49	0.00	False
5	-317.6	11	31	0.00	False
6	-80.8	3	8	0.00	False
7	-236.6	9	23	0.00	False
8	-1496.8	54	147	0.00	False
9	-945.2	31	93	0.00	False
10	-1459.4	49	144	0.00	False
11	-5885.2	209	580	0.00	False
12	-847.0	43	82	0.00	False
13	-11085.2	374	1100	0.00	False
14	-22053.8	834	2182	0.00	False
15	-16679.6	746	1641	0.00	False
16	-2634.0	132	258	0.00	False
17	-13289.6	634	1303	0.00	False
