Episode	TotalReward	Steps	Collisions	SuccessRate	Timeout
1	-59.6	19	48	0.00	False
2	-62.8	18	53	0.00	False
3	-137.8	40	121	0.00	False
4	-13.6	4	13	0.00	False
5	-35.8	11	30	0.00	False
6	-100.6	29	88	0.00	False
7	-16.8	5	16	0.00	False
8	-16.0	5	15	0.00	False
9	-29.4	9	24	0.00	False
10	-26.6	8	24	0.00	False
11	-8.8	3	8	0.00	False
12	-51.4	15	43	0.00	False
13	-14.4	4	14	0.00	False
14	-169.0	47	143	0.00	False
15	-443.2	127	372	0.00	False
16	-22.8	7	19	0.00	False
17	-12.8	4	12	0.00	False
18	-61.0	19	51	0.00	False
19	-13.6	4	13	0.00	False
20	-16.0	5	15	0.00	False
21	-24.4	7	21	0.00	False
22	-16.8	5	16	0.00	False
23	-10.4	3	10	0.00	False
24	-33.2	10	29	0.00	False
25	-67.2	20	59	0.00	False
26	-13.6	4	13	0.00	False
27	-18.8	6	15	0.00	False
28	-10.4	3	10	0.00	False
29	-17.8	5	16	0.00	False
30	-37.0	12	28	0.00	False
31	-21.8	7	19	0.00	False
32	-29.6	9	28	0.00	False
33	-68.0	21	44	0.00	False
34	-10.4	3	10	0.00	False
35	-59.0	18	47	0.00	False
36	-63.2	19	55	0.00	False
37	-12.8	4	12	0.00	False
38	-9.6	3	9	0.00	False
39	-17.0	5	15	0.00	False
40	-15.4	5	13	0.00	False
41	-183.4	51	152	0.00	False
42	-36.6	10	32	0.00	False
43	-61.4	17	51	0.00	False
44	-16.8	5	16	0.00	False
45	-63.8	19	57	0.00	False
46	-132.2	38	116	0.00	False
47	-18.4	6	17	0.00	False
48	-28.0	9	26	0.00	False
49	-10.4	3	10	0.00	False
50	-18.4	6	17	0.00	False
51	-17.6	5	17	0.00	False
52	-49.4	14	44	0.00	False
53	-24.2	7	22	0.00	False
54	-60.2	17	52	0.00	False
55	-20.0	6	19	0.00	False
56	-25.2	7	22	0.00	False
57	-30.2	9	25	0.00	False
58	-156.0	47	128	0.00	False
59	-24.0	7	23	0.00	False
60	-63.6	20	47	0.00	False
61	-15.2	5	14	0.00	False
62	-12.8	4	12	0.00	False
63	-18.6	5	17	0.00	False
64	-8.0	2	8	0.00	False
65	-27.6	9	23	0.00	False
66	-83.2	24	70	0.00	False
67	-11.2	3	11	0.00	False
68	-38.0	11	34	0.00	False
69	-16.2	5	14	0.00	False
70	-13.6	4	13	0.00	False
71	-46.6	15	37	0.00	False
72	-54.4	16	47	0.00	False
73	-21.6	7	20	0.00	False
74	-22.0	7	18	0.00	False
75	-54.2	17	47	0.00	False
76	-261.6	76	226	0.00	False
77	-114.0	35	95	0.00	False
78	-103.6	32	80	0.00	False
79	-54.6	17	50	0.00	False
80	-81.6	25	72	0.00	False
81	-127.4	37	111	0.00	False
82	-63.6	19	53	0.00	False
83	-110.0	31	94	0.00	False
84	-19.8	6	15	0.00	False
85	-86.2	26	73	0.00	False
86	-133.2	38	116	0.00	False
87	-225.6	68	179	0.00	False
88	-39.0	12	33	0.00	False
89	-88.0	25	75	0.00	False
90	-110.8	32	94	0.00	False
91	-112.0	32	98	0.00	False
92	-39.0	12	33	0.00	False
93	-78.6	23	69	0.00	False
94	-234.4	72	171	0.00	False
95	-837.6	238	714	0.00	False
96	-310.6	91	256	0.00	False
97	-108.6	33	84	0.00	False
98	-48.6	14	43	0.00	False
99	-140.4	39	119	0.00	False
100	-69.0	21	59	0.00	False
101	-15.4	5	13	0.00	False
102	-78.0	24	66	0.00	False
103	-76.6	26	56	0.00	False
104	-80.6	25	62	0.00	False
105	3497.4	145	430	0.25	False
106	-42.2	12	37	0.00	False
107	-63.4	19	54	0.00	False
108	-56.0	16	49	0.00	False
109	-26.0	7	23	0.00	False
110	-284.4	84	229	0.00	False
111	3491.4	153	417	0.25	False
112	-35.2	10	29	0.00	False
113	-34.0	10	30	0.00	False
114	-29.2	9	25	0.00	False
115	3636.8	105	307	0.25	False
116	-309.8	89	257	0.00	False
117	-53.0	15	45	0.00	False
118	-137.4	39	119	0.00	False
119	-642.8	187	529	0.00	False
120	-145.2	52	92	0.00	False
121	-726.8	209	622	0.00	False
122	-207.6	59	178	0.00	False
123	-17.6	5	17	0.00	False
124	-183.4	56	152	0.00	False
125	13878.8	51	61	0.25	False
126	-148.0	45	120	0.00	False
127	-63.8	19	52	0.00	False
128	-64.4	18	55	0.00	False
129	-26.4	8	25	0.00	False
130	-485.2	144	380	0.00	False
131	-33.2	10	29	0.00	False
132	-70.2	22	52	0.00	False
133	-16.0	5	15	0.00	False
134	-27.6	8	24	0.00	False
135	-96.8	29	82	0.00	False
136	-82.6	24	68	0.00	False
137	-722.0	210	595	0.00	False
138	-84.2	26	68	0.00	False
139	-34.0	11	29	0.00	False
140	-23.2	7	22	0.00	False
141	-129.2	37	112	0.00	False
142	-176.4	54	149	0.00	False
143	-17.2	6	13	0.00	False
144	-54.8	16	45	0.00	False
145	-45.0	13	37	0.00	False
146	-607.6	175	517	0.00	False
147	-459.4	131	392	0.00	False
148	-134.4	41	107	0.00	False
149	-12.8	4	12	0.00	False
150	29868.0	48	97	0.25	False
151	-329.4	94	279	0.00	False
152	-186.8	54	157	0.00	False
153	-152.2	55	99	0.00	False
154	-64.8	19	57	0.00	False
155	-122.2	40	84	0.00	False
156	-27.0	8	22	0.00	False
157	-69.4	21	52	0.00	False
158	-468.0	137	383	0.00	False
159	-33.2	10	29	0.00	False
160	-159.4	51	122	0.00	False
161	-59.8	18	53	0.00	False
162	-17.8	5	16	0.00	False
163	-59.0	19	46	0.00	False
164	-80.0	26	59	0.00	False
165	-39.0	11	34	0.00	False
166	-39.0	13	32	0.00	False
167	3410.6	189	447	0.25	False
168	3852.2	49	115	0.25	False
169	-10.4	3	10	0.00	False
170	-43.6	13	39	0.00	False
171	-61.6	22	50	0.00	False
172	-13.6	4	13	0.00	False
173	3895.2	33	91	0.25	False
174	-24.2	8	21	0.00	False
175	3608.8	115	337	0.25	False
176	-13.6	4	13	0.00	False
177	-55.4	19	34	0.00	False
178	-265.0	77	228	0.00	False
179	-25.6	9	23	0.00	False
180	-39.4	12	36	0.00	False
