Episode	TotalReward	Steps	Collisions	SuccessRate	Timeout
1	-40.0	1	4	0.00	False
2	-432.2	17	42	0.00	False
3	-80.8	3	8	0.00	False
4	-70.2	2	7	0.00	False
5	-144.0	6	14	0.00	False
6	-143.2	5	14	0.00	False
7	-1032.2	39	100	0.00	False
8	-60.4	2	6	0.00	False
9	-224.0	8	22	0.00	False
10	-60.4	2	6	0.00	False
11	-880.8	29	87	0.00	False
12	-197.2	10	19	0.00	False
13	-269.2	13	26	0.00	False
14	-433.8	19	42	0.00	False
15	-303.0	10	30	0.00	False
16	-195.6	8	19	0.00	False
17	-1097.0	37	108	0.00	False
18	-293.6	19	28	0.00	False
19	-615.8	37	59	0.00	False
20	-883.8	40	86	0.00	False
21	-276.0	13	27	0.00	False
22	-495.6	18	49	0.00	False
23	-1284.6	45	127	0.00	False
24	-398.8	17	39	0.00	False
25	-8225.0	283	812	0.00	False
26	-5043.4	200	498	0.00	False
27	-9998.8	404	987	0.00	False
28	-25370.6	1000	2507	0.00	True
29	-27544.4	1000	2728	0.00	True
30	-4424.6	262	430	0.00	False
31	-22970.6	1000	2262	0.00	True
32	-8176.4	478	795	0.00	False
33	-2793.8	153	268	0.00	False
34	-16526.2	624	1635	0.00	False
35	-20922.4	772	2071	0.00	False
36	-25673.8	1000	2536	0.00	True
37	10413.2	1000	838	0.25	True
38	-22087.8	1000	2171	0.00	True
39	-24307.4	896	2407	0.00	False
40	-14910.2	1000	1439	0.00	True
41	-10400.8	408	1028	0.00	False
42	-11096.6	392	1095	0.00	False
43	-29126.0	1000	2890	0.00	True
44	-20458.0	1000	2005	0.00	True
45	-22769.0	1000	2240	0.00	True
46	-8725.2	334	860	0.00	False
47	-28016.6	1000	2727	0.00	True
48	-8659.2	537	832	0.00	False
49	-9160.4	401	902	0.00	False
50	-5193.8	259	507	0.00	False
51	-2361.2	142	227	0.00	False
52	-18713.6	1000	1827	0.00	True
53	-25287.0	1000	2490	0.00	True
54	-24295.6	1000	2387	0.00	True
55	-9463.4	1000	878	0.00	True
56	-17306.4	873	1650	0.00	False
57	-15245.6	705	1497	0.00	False
58	-17554.2	1000	1659	0.00	True
59	-14479.0	902	1403	0.00	False
60	-24843.6	1000	2402	0.00	True
61	-12539.6	1000	1197	0.00	True
62	-29028.0	1000	2860	0.00	True
63	-17999.8	1000	1751	0.00	True
64	-14007.8	1000	1346	0.00	True
65	-812.0	1000	0	0.00	True
66	-7354.8	769	687	0.00	False
67	-11977.2	1000	1114	0.00	True
68	-9788.4	1000	913	0.00	True
69	-22233.0	1000	2185	0.00	True
70	-10223.8	1000	956	0.00	True
71	-16750.6	1000	1627	0.00	True
72	-11235.2	1000	1019	0.00	True
73	-15006.8	1000	1411	0.00	True
74	-13385.0	1000	1275	0.00	True
75	-19453.0	1000	1900	0.00	True
76	-10418.4	1000	973	0.00	True
77	-20178.8	1000	1941	0.00	True
78	-17009.8	1000	1646	0.00	True
79	-17811.2	1000	1729	0.00	True
80	-16886.8	1000	1621	0.00	True
81	-18808.2	1000	1794	0.00	True
82	-14775.2	1000	1419	0.00	True
83	-11269.2	1000	1064	0.00	True
84	-18978.2	1000	1854	0.00	True
85	-6241.6	1000	552	0.00	True
86	-8611.0	1000	770	0.00	True
87	-1137.0	1000	0	0.00	True
88	-15727.6	1000	1522	0.00	True
89	-10620.8	1000	1001	0.00	True
90	-7696.2	1000	669	0.00	True
91	-7213.6	1000	647	0.00	True
92	-6521.2	1000	559	0.00	True
93	-10774.6	1000	967	0.00	True
94	-26573.2	1000	2624	0.00	True
95	-2244.2	1000	134	0.00	True
96	-15999.6	1000	1547	0.00	True
97	-13082.0	1000	1215	0.00	True
98	-16626.6	1000	1567	0.00	True
99	-16588.0	1000	1600	0.00	True
100	-13961.0	1000	1290	0.00	True
101	-1612.0	1000	0	0.00	True
102	-9588.2	1000	859	0.00	True
103	-18104.4	1000	1723	0.00	True
104	-14755.6	1000	1417	0.00	True
105	-11153.4	1000	1018	0.00	True
106	-21455.2	1000	2099	0.00	True
107	-19604.0	1000	1910	0.00	True
108	-980.0	1000	0	0.00	True
109	-1380.0	1000	0	0.00	True
110	-10377.6	1000	972	0.00	True
111	-8494.6	1000	782	0.00	True
112	-24424.6	1000	2407	0.00	True
113	-6852.4	1000	613	0.00	True
114	-6787.8	1000	576	0.00	True
115	-8671.8	1000	781	0.00	True
116	-4012.8	1000	301	0.00	True
117	-3157.4	1000	228	0.00	True
118	-17454.2	1000	1684	0.00	True
119	-12407.0	1000	1155	0.00	True
120	-6012.2	1000	524	0.00	True
121	-11498.8	1000	1076	0.00	True
122	-925.0	1000	0	0.00	True
123	-16126.4	1000	1563	0.00	True
124	-11506.0	1000	1075	0.00	True
125	-10115.4	1000	948	0.00	True
126	-16781.2	1000	1629	0.00	True
127	-13070.0	1000	1250	0.00	True
128	-10275.0	1000	965	0.00	True
129	-10369.4	1000	963	0.00	True
130	-10617.8	1000	991	0.00	True
131	-14681.6	1000	1412	0.00	True
132	-17456.2	1000	1694	0.00	True
133	-19334.4	1000	1888	0.00	True
134	-12489.6	1000	1162	0.00	True
135	-26765.0	1000	2630	0.00	True
136	-24115.8	1000	2366	0.00	True
137	-5383.2	1000	444	0.00	True
138	-4087.4	1000	308	0.00	True
139	-11919.6	1000	1107	0.00	True
140	-12342.6	1000	1167	0.00	True
141	-17660.6	1000	1717	0.00	True
142	-17358.4	1000	1688	0.00	True
143	-19402.4	1000	1893	0.00	True
144	-23296.0	1000	2290	0.00	True
145	-17798.6	1000	1732	0.00	True
146	-15661.4	1000	1503	0.00	True
147	-11716.6	1000	1112	0.00	True
148	-23464.6	1000	2312	0.00	True
149	-833.0	1000	0	0.00	True
150	-14631.8	1000	1406	0.00	True
151	-11104.4	1000	1008	0.00	True
152	-10109.6	1000	947	0.00	True
153	-16713.2	1000	1589	0.00	True
154	-12692.0	1000	1165	0.00	True
155	-12937.0	650	1245	0.00	False
156	-19965.2	1000	1914	0.00	True
157	-27477.0	1000	2720	0.00	True
158	-5881.0	1000	475	0.00	True
159	-29356.4	1000	2908	0.00	True
160	-20624.8	853	2023	0.00	False
161	-19661.6	1000	1902	0.00	True
162	-22345.4	1000	2188	0.00	True
163	-19319.2	1000	1889	0.00	True
164	-26079.4	1000	2573	0.00	True
165	-24082.0	1000	2375	0.00	True
166	-28549.8	1000	2831	0.00	True
167	-19002.6	1000	1857	0.00	True
168	-9813.2	466	963	0.00	False
169	-16718.6	1000	1612	0.00	True
170	-23391.8	1000	2301	0.00	True
171	-16959.6	1000	1632	0.00	True
172	-17323.6	1000	1682	0.00	True
173	-25079.2	1000	2439	0.00	True
174	-28438.8	1000	2801	0.00	True
175	-10357.4	1000	938	0.00	True
176	-10883.4	1000	988	0.00	True
177	-6916.2	293	681	0.00	False
178	-22321.8	1000	2191	0.00	True
179	-10963.6	1000	1017	0.00	True
180	-9943.6	1000	932	0.00	True
181	-15491.8	1000	1496	0.00	True
182	-11583.0	439	1146	0.00	False
183	-12916.0	1000	1235	0.00	True
184	-12839.4	949	1229	0.00	False
185	-13240.2	1000	1264	0.00	True
186	-23963.4	1000	2363	0.00	True
187	-25472.6	1000	2517	0.00	True
188	-17994.6	1000	1732	0.00	True
189	-18938.0	1000	1850	0.00	True
190	-24068.4	1000	2373	0.00	True
191	-20843.4	1000	2038	0.00	True
192	-23419.8	1000	2306	0.00	True
193	-17571.0	1000	1710	0.00	True
194	-28569.6	1000	2832	0.00	True
195	-7459.2	1000	649	0.00	True
196	-8826.6	1000	817	0.00	True
197	-21996.6	1000	2162	0.00	True
198	-25388.0	1000	2505	0.00	True
199	-18506.0	1000	1805	0.00	True
200	-17030.2	1000	1654	0.00	True
201	-18651.4	1000	1818	0.00	True
202	-19716.0	1000	1865	0.00	True
203	-27283.2	1000	2689	0.00	True
204	-10948.8	1000	981	0.00	True
205	-10910.2	1000	979	0.00	True
206	-17826.8	1000	1686	0.00	True
207	-7895.0	1000	655	0.00	True
208	-8399.6	1000	752	0.00	True
209	-11132.6	1000	1002	0.00	True
210	-14374.2	1000	1379	0.00	True
211	-21353.0	1000	2095	0.00	True
212	-11949.2	1000	1094	0.00	True
213	-18707.8	1000	1811	0.00	True
214	-2417.0	1000	135	0.00	True
215	-10975.4	1000	993	0.00	True
216	-5912.8	1000	476	0.00	True
217	-10279.0	1000	955	0.00	True
218	-10526.6	1000	972	0.00	True
219	-1881.2	1000	24	0.00	True
220	-16068.2	1000	1504	0.00	True
221	-7579.2	1000	669	0.00	True
222	-10435.4	1000	953	0.00	True
223	-1014.0	1000	0	0.00	True
224	-10909.0	1000	1000	0.00	True
225	-7675.0	1000	680	0.00	True
226	-12798.0	1000	1210	0.00	True
227	-9996.8	1000	906	0.00	True
228	-4583.0	1000	380	0.00	True
229	-1021.0	1000	0	0.00	True
230	-1301.0	1000	0	0.00	True
231	-9033.4	1000	838	0.00	True
232	-9342.4	1000	868	0.00	True
233	-9404.0	1000	865	0.00	True
234	-7620.4	1000	693	0.00	True
235	-5310.2	1000	459	0.00	True
236	-904.0	1000	0	0.00	True
237	-16101.0	1000	1555	0.00	True
238	-14198.0	1000	1365	0.00	True
239	-19147.4	1000	1868	0.00	True
240	-29784.0	1000	2955	0.00	True
241	-14012.4	1000	1338	0.00	True
242	-23786.2	1000	2344	0.00	True
243	-19882.8	1000	1901	0.00	True
244	-19266.6	1000	1882	0.00	True
245	-18174.0	1000	1770	0.00	True
