episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-1700.0,13,34,0.00,0,13.61,0.990
2,-1746.9,12,35,0.00,0,13.28,0.980
3,-1745.5,13,35,0.00,0,13.06,0.970
4,-1393.7,10,28,0.00,0,12.89,0.961
5,-8497.8,58,170,0.00,0,12.85,0.951
6,-1396.9,9,28,0.00,0,13.35,0.941
7,-1446.1,11,29,0.00,0,13.15,0.932
8,-699.1,5,14,0.00,0,13.64,0.923
9,-548.4,4,11,0.00,0,13.57,0.914
10,-13750.1,93,275,0.00,0,13.83,0.904
11,-450.3,3,9,0.00,0,13.83,0.895
12,-1047.5,7,21,0.00,0,13.43,0.886
13,-650.3,4,13,0.00,0,13.83,0.878
14,-1548.8,10,31,0.00,0,13.57,0.869
15,-7638.3,84,234,0.25,0,9.76,0.860
16,-2889.8,19,58,0.00,0,12.34,0.851
17,-647.1,4,13,0.00,0,13.44,0.843
18,-3946.5,28,79,0.00,0,12.98,0.835
19,-5153.9,39,103,0.00,0,13.66,0.826
20,-1095.3,7,22,0.00,0,13.17,0.818
21,-11215.8,81,226,0.00,0,8.87,0.810
22,-9079.0,94,263,0.25,0,8.64,0.802
23,-12088.7,110,324,0.25,0,9.08,0.794
24,-648.5,4,13,0.00,0,13.61,0.786
25,-597.8,4,12,0.00,0,13.51,0.778
26,-995.1,6,20,0.00,0,13.17,0.770
27,-550.1,3,11,0.00,0,13.83,0.762
28,-1149.0,7,23,0.00,0,13.64,0.755
29,-4864.8,65,179,0.25,0,9.58,0.747
30,-497.1,3,10,0.00,0,13.44,0.740
31,-1393.1,10,28,0.00,0,12.81,0.732
32,-7905.5,81,239,0.25,0,9.93,0.725
33,-2083.9,18,42,0.00,0,11.44,0.718
34,-3464.9,54,150,0.25,0,10.31,0.711
35,-2442.9,17,49,0.00,0,12.71,0.703
36,-20977.0,144,421,0.00,0,9.36,0.696
37,-5529.5,39,111,0.00,0,11.71,0.689
38,-6577.1,46,132,0.00,0,10.32,0.683
39,-1845.0,15,37,0.00,0,12.92,0.676
40,103656.9,124,249,0.25,0,7.18,0.669
41,-8666.6,85,254,0.25,0,9.24,0.662
42,-5456.4,64,190,0.25,0,11.13,0.656
43,-3444.5,51,150,0.25,0,10.25,0.649
44,-5009.8,62,181,0.25,0,8.97,0.643
