episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-2097.2,14,42,0.00,0,13.31,0.990
2,-10830.7,74,217,0.00,0,13.51,0.980
3,-1248.1,8,25,0.00,0,13.51,0.970
4,-548.7,3,11,0.00,0,13.66,0.961
5,-2894.6,21,58,0.00,0,12.83,0.951
6,-746.9,5,15,0.00,0,13.38,0.941
7,-700.2,4,14,0.00,0,13.83,0.932
8,-1948.1,13,39,0.00,0,13.44,0.923
9,-2349.8,15,47,0.00,0,13.64,0.914
10,-2547.2,18,51,0.00,0,13.22,0.904
11,-4437.6,33,89,0.00,0,11.75,0.895
12,-2001.2,13,40,0.00,0,13.83,0.886
13,-6047.5,48,121,0.00,0,12.64,0.878
14,-4098.7,29,82,0.00,0,13.24,0.869
15,-997.3,7,20,0.00,0,13.40,0.860
16,-1448.9,9,29,0.00,0,13.61,0.851
17,-4900.1,33,98,0.00,0,13.42,0.843
18,-599.6,4,12,0.00,0,13.73,0.835
19,-400.0,2,8,0.00,0,13.83,0.826
20,-700.2,4,14,0.00,0,13.83,0.818
21,-549.3,3,11,0.00,0,13.73,0.810
22,-1150.5,7,23,0.00,0,13.83,0.802
23,-1146.4,8,23,0.00,0,13.26,0.794
24,-3845.1,26,77,0.00,0,12.88,0.786
25,-1149.1,7,23,0.00,0,13.66,0.778
26,-1749.0,12,35,0.00,0,13.54,0.770
27,-1895.5,13,38,0.00,0,13.10,0.762
28,-796.6,5,16,0.00,0,13.36,0.755
29,-8299.5,85,247,0.25,0,9.84,0.747
30,-1169.4,35,104,0.25,0,10.48,0.740
31,-4784.9,72,177,0.25,0,9.02,0.732
32,-1993.2,13,40,0.00,0,12.83,0.725
33,-6141.5,83,204,0.25,0,8.46,0.718
34,-497.8,38,91,0.25,0,10.11,0.711
35,-840.8,8,17,0.00,0,12.49,0.703
36,-1840.0,13,37,0.00,0,12.39,0.696
37,-9912.4,94,279,0.25,0,9.30,0.689
38,-11719.4,130,317,0.25,0,7.43,0.683
39,-1954.5,42,120,0.25,0,10.32,0.676
40,-3491.4,25,70,0.00,0,12.38,0.669
41,-400.0,2,8,0.00,0,13.83,0.662
42,-6921.1,46,139,0.00,0,9.97,0.656
43,-4633.3,31,93,0.00,0,11.36,0.649
44,-11972.3,108,321,0.25,0,8.76,0.643
45,307890.5,126,125,0.75,0,3.35,0.636
46,-65.7,28,82,0.25,0,10.48,0.630
47,-595.8,4,12,0.00,0,13.26,0.624
48,-1000.4,6,20,0.00,0,13.83,0.617
49,51058.5,110,221,0.25,0,7.08,0.611
50,-1461.4,37,110,0.25,0,10.31,0.605
