episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-700.2,4,14,0.00,0,13.83,0.990
2,-9433.4,66,189,0.00,0,10.82,0.980
3,-995.3,7,20,0.00,0,13.14,0.970
4,-1692.1,13,34,0.00,0,12.62,0.961
5,-7990.0,54,160,0.00,0,11.88,0.951
6,-900.2,7,18,0.00,0,13.73,0.941
7,-5299.3,37,106,0.00,0,13.22,0.932
8,-799.0,6,16,0.00,0,13.61,0.923
9,-697.9,5,14,0.00,0,13.50,0.914
10,-947.8,9,19,0.00,0,13.34,0.904
11,-3302.6,23,66,0.00,0,13.83,0.895
12,-849.0,5,17,0.00,0,13.67,0.886
13,-1398.2,10,28,0.00,0,13.46,0.878
14,-1249.4,8,25,0.00,0,13.67,0.869
15,-3288.8,23,66,0.00,0,12.11,0.860
16,-1143.4,9,23,0.00,0,12.84,0.851
17,-1349.9,10,27,0.00,0,13.65,0.843
18,-799.1,5,16,0.00,0,13.67,0.835
19,-1447.6,10,29,0.00,0,13.39,0.826
20,-1349.6,9,27,0.00,0,13.67,0.818
21,-5097.9,34,102,0.00,0,13.14,0.810
22,-848.1,6,17,0.00,0,13.51,0.802
23,-12506.8,83,250,0.00,0,13.66,0.794
24,-749.0,5,15,0.00,0,13.64,0.786
25,-849.9,6,17,0.00,0,13.73,0.778
26,-1198.0,8,24,0.00,0,13.48,0.770
27,-597.5,6,12,0.00,0,13.37,0.762
28,-597.3,4,12,0.00,0,13.44,0.755
29,-5234.3,36,105,0.00,0,11.38,0.747
30,-11639.8,88,233,0.00,0,11.07,0.740
31,-1199.4,8,24,0.00,0,13.65,0.732
32,-4009.3,54,161,0.25,0,9.41,0.725
33,-8089.8,87,243,0.25,0,8.36,0.718
34,-1695.8,11,34,0.00,0,13.18,0.711
35,-13823.3,100,279,0.00,1,11.43,0.703
36,-548.7,3,11,0.00,0,13.65,0.696
37,-1340.4,9,27,0.00,0,12.52,0.689
38,-1312.2,36,107,0.25,0,11.36,0.683
39,132363.5,97,115,0.25,0,5.45,0.676
40,74169.6,60,118,0.50,0,6.49,0.669
41,-1347.7,9,27,0.00,0,13.44,0.662
42,-2775.9,23,56,0.00,0,10.41,0.656
43,-3298.1,62,147,0.25,0,8.01,0.649
44,63651.3,68,129,0.50,0,7.34,0.643
45,-797.3,5,16,0.00,0,13.44,0.636
46,39787.4,47,86,0.50,0,5.79,0.630
47,-993.4,6,20,0.00,0,12.96,0.624
48,-5242.9,67,186,0.25,0,7.98,0.617
49,-4737.5,32,95,0.00,0,11.95,0.611
50,-2650.5,47,134,0.25,0,9.40,0.605
51,-4488.8,57,171,0.25,0,10.25,0.599
52,3629.6,45,89,0.50,0,6.93,0.593
53,24858.3,34,64,0.50,0,7.68,0.587
54,31506.2,34,51,0.25,0,6.65,0.581
55,-531.0,6,11,0.00,0,11.29,0.575
56,66362.2,64,115,0.25,0,7.28,0.570
57,-1195.4,8,24,0.00,0,13.16,0.564
58,67992.1,67,122,0.50,0,5.17,0.558
59,-1297.0,8,26,0.00,0,13.38,0.553
60,-1585.0,12,32,0.00,0,11.75,0.547
61,1284.6,26,55,0.25,0,10.19,0.542
62,4312.7,26,35,0.25,0,5.82,0.536
63,-3448.1,54,150,0.25,0,9.54,0.531
64,17764.5,43,86,0.25,0,7.06,0.526
65,-6655.3,45,134,0.00,0,9.30,0.520
66,-1477.8,13,30,0.00,0,10.79,0.515
67,-742.1,6,15,0.00,0,12.73,0.510
68,77130.7,54,99,0.50,0,5.70,0.505
69,144796.4,97,108,0.50,0,2.02,0.500
70,-1048.8,37,102,0.25,0,8.18,0.495
71,40194.8,38,38,0.75,0,4.42,0.490
72,51617.0,47,89,0.50,0,6.71,0.485
73,-1993.6,16,40,0.00,0,12.73,0.480
74,-3564.1,51,152,0.25,0,9.41,0.475
75,-2547.5,24,52,0.00,0,8.11,0.471
76,239.5,26,76,0.25,0,10.07,0.466
77,-1302.2,40,107,0.25,0,9.40,0.461
78,143032.4,92,182,0.50,0,6.71,0.457
79,67069.9,53,100,0.50,0,5.84,0.452
80,-1092.2,8,22,0.00,0,12.74,0.448
81,1027.7,21,60,0.25,0,11.13,0.443
82,1042.8,23,60,0.25,0,9.14,0.439
83,74008.8,53,44,0.50,0,2.83,0.434
84,-2346.7,43,128,0.25,0,10.25,0.430
85,17471.3,31,52,0.50,0,6.73,0.426
86,-897.9,38,99,0.25,0,9.28,0.421
87,13514.1,32,51,0.25,0,5.70,0.417
88,-2973.8,21,60,0.00,0,10.52,0.413
89,-3666.7,26,74,0.00,0,9.78,0.409
90,25055.1,30,60,0.25,0,7.84,0.405
91,24496.4,31,32,0.25,0,3.99,0.401
92,68712.5,54,107,0.50,0,6.71,0.397
93,41870.2,43,84,0.50,0,6.49,0.393
94,21528.0,32,51,0.50,0,6.60,0.389
95,44700.7,30,28,0.75,0,4.10,0.385
96,-3681.8,38,75,0.00,0,6.99,0.381
97,36520.7,31,33,0.50,0,5.88,0.377
98,49564.5,45,90,0.50,0,6.93,0.373
99,200.9,32,77,0.25,0,8.48,0.370
100,17520.0,29,51,0.50,0,6.77,0.366
