episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-800.0,6,16,0.00,0,13.73,0.990
2,-5145.0,39,103,0.00,0,12.59,0.980
3,-4002.4,26,80,0.00,0,13.83,0.970
4,-901.0,7,18,0.00,0,13.83,0.961
5,-400.0,2,8,0.00,0,13.83,0.951
6,-1397.4,10,28,0.00,0,13.36,0.941
7,-1747.6,12,35,0.00,0,13.37,0.932
8,-2094.9,14,42,0.00,0,13.02,0.923
9,-500.2,3,10,0.00,0,13.83,0.914
10,-698.4,5,14,0.00,0,13.56,0.904
11,-897.0,7,18,0.00,0,13.33,0.895
12,-400.0,2,8,0.00,0,13.83,0.886
13,-650.3,4,13,0.00,0,13.83,0.878
14,-599.6,4,12,0.00,0,13.73,0.869
15,-1096.4,8,22,0.00,0,13.26,0.860
16,-4148.9,28,83,0.00,0,13.33,0.851
17,-15057.0,103,301,0.00,0,13.32,0.843
18,-1246.9,10,25,0.00,0,13.26,0.835
19,-11603.9,79,232,0.00,0,13.27,0.826
20,-400.0,2,8,0.00,0,13.83,0.818
21,-1996.3,17,40,0.00,0,13.02,0.810
22,-1199.4,8,24,0.00,0,13.66,0.802
23,-7003.3,46,140,0.00,0,14.01,0.794
24,-1493.7,10,30,0.00,0,12.93,0.786
25,-850.3,5,17,0.00,0,13.83,0.778
26,-6496.7,44,130,0.00,0,12.84,0.770
27,33050.6,71,142,0.25,0,8.12,0.762
28,-4857.8,50,98,0.00,0,8.45,0.755
29,-2532.4,19,51,0.00,0,11.32,0.747
30,-498.8,3,10,0.00,0,13.65,0.740
31,141285.6,127,258,0.25,0,8.45,0.732
32,82363.1,96,194,0.25,0,7.99,0.725
33,-13048.1,125,343,0.25,0,8.16,0.718
34,-3956.5,54,160,0.25,0,10.25,0.711
35,-5923.8,39,119,0.00,0,11.86,0.703
36,75335.1,92,175,0.50,0,6.05,0.696
37,-4126.6,28,83,0.00,0,11.03,0.689
38,-700.2,4,14,0.00,0,13.83,0.683
39,-10216.4,75,205,0.00,0,9.99,0.676
40,2510.8,24,31,0.25,0,5.90,0.669
41,-1153.1,37,104,0.25,0,10.56,0.662
42,-2356.1,43,128,0.25,0,10.08,0.656
43,-1155.3,38,104,0.25,0,10.29,0.649
44,-5547.6,70,192,0.25,0,8.93,0.643
45,-755.2,35,96,0.25,0,10.36,0.636
46,-7286.9,76,227,0.25,0,9.41,0.630
47,36712.9,79,148,0.50,0,4.61,0.624
48,-1142.6,11,23,0.00,0,12.65,0.617
49,-7206.1,80,225,0.25,0,9.24,0.611
50,-2046.8,42,122,0.25,0,8.70,0.605
