episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-1444.4,12,29,0.00,0,12.90,0.997
2,-897.3,6,18,0.00,0,13.41,0.994
3,-550.1,3,11,0.00,0,13.83,0.991
4,-898.9,7,18,0.00,0,13.56,0.988
5,-797.8,5,16,0.00,0,13.51,0.985
6,-2550.9,17,51,0.00,0,13.73,0.982
7,-997.7,7,20,0.00,0,13.44,0.979
8,-13206.9,89,264,0.00,0,13.54,0.976
9,-698.9,4,14,0.00,0,13.67,0.973
10,-648.9,4,13,0.00,0,13.66,0.970
11,-1245.8,8,25,0.00,0,13.22,0.967
12,-1100.6,7,22,0.00,0,13.83,0.965
13,-4644.2,32,93,0.00,0,12.67,0.962
14,-798.2,5,16,0.00,0,13.56,0.959
15,-2797.4,21,56,0.00,0,13.16,0.956
16,-548.3,3,11,0.00,0,13.61,0.953
17,-1099.3,7,22,0.00,0,13.67,0.950
18,-2046.9,13,41,0.00,0,13.31,0.947
19,-400.0,2,8,0.00,0,13.83,0.945
20,-4993.6,43,100,0.00,0,12.13,0.942
21,-1097.3,7,22,0.00,0,13.42,0.939
22,-497.1,3,10,0.00,0,13.44,0.936
23,-3999.5,27,80,0.00,0,13.41,0.933
24,-1300.6,8,26,0.00,0,13.83,0.930
25,-3092.5,21,62,0.00,0,12.62,0.928
26,-34964.3,234,700,0.00,0,11.79,0.925
27,-1348.1,11,27,0.00,0,13.38,0.922
28,-1795.1,12,36,0.00,0,13.07,0.919
29,-8342.3,55,167,0.00,0,12.20,0.917
30,-648.9,4,13,0.00,0,13.66,0.914
31,-1447.1,9,29,0.00,0,13.38,0.911
32,-1145.2,10,23,0.00,0,13.02,0.908
33,-2151.3,14,43,0.00,0,13.83,0.906
34,-1595.5,15,32,0.00,0,12.91,0.903
35,-1297.9,9,26,0.00,0,13.44,0.900
36,-20805.4,181,497,0.25,0,8.61,0.897
37,-1388.5,10,28,0.00,0,12.25,0.895
38,59888.8,102,204,0.25,0,9.59,0.892
39,-2547.2,18,51,0.00,0,13.22,0.889
40,-1744.6,13,35,0.00,0,12.95,0.887
41,-2887.0,20,58,0.00,0,11.93,0.884
42,-994.8,9,20,0.00,0,12.98,0.881
43,-548.7,3,11,0.00,0,13.66,0.879
44,-3991.8,28,80,0.00,0,12.40,0.876
45,-26641.4,179,534,0.00,0,10.31,0.874
46,-3389.1,31,68,0.00,0,11.76,0.871
47,-4890.0,32,98,0.00,0,12.20,0.868
48,-2540.0,17,51,0.00,0,12.37,0.866
49,-4342.5,29,87,0.00,0,12.53,0.863
50,-997.2,8,20,0.00,0,13.33,0.861
51,-1844.3,12,37,0.00,0,12.99,0.858
52,-1748.1,12,35,0.00,0,13.44,0.855
53,-1147.7,8,23,0.00,0,13.44,0.853
54,-1047.6,7,21,0.00,0,13.44,0.850
55,-1697.4,11,34,0.00,0,13.38,0.848
56,-496.2,4,10,0.00,0,13.28,0.845
57,-3892.5,26,78,0.00,0,12.57,0.843
58,-1038.3,14,21,0.00,0,11.94,0.840
59,-2447.3,18,49,0.00,0,13.21,0.838
60,-1036.0,9,21,0.00,0,11.90,0.835
61,-10943.2,74,219,0.00,0,12.02,0.833
62,-648.9,4,13,0.00,0,13.65,0.830
63,-498.8,3,10,0.00,0,13.65,0.828
64,-6164.4,82,205,0.25,0,6.89,0.825
65,-31162.2,211,624,0.00,0,10.59,0.823
66,-1346.8,10,27,0.00,0,13.27,0.820
67,-11412.6,104,309,0.25,0,8.92,0.818
68,-798.6,5,16,0.00,0,13.61,0.815
69,-3377.4,29,68,0.00,0,10.50,0.813
70,-4349.6,34,87,0.00,0,13.17,0.810
71,-1141.6,9,23,0.00,0,12.62,0.808
72,-895.3,6,18,0.00,0,13.16,0.805
73,-9984.8,69,200,0.00,0,11.24,0.803
74,-2064.9,49,122,0.25,0,10.15,0.801
75,-12419.4,111,329,0.25,0,9.23,0.798
76,-11243.1,76,226,0.00,0,10.14,0.796
77,-1446.7,16,29,0.00,0,12.98,0.793
78,-2200.4,44,125,0.25,0,11.00,0.791
79,-7180.2,72,145,0.00,0,7.16,0.789
80,-746.2,5,15,0.00,0,13.30,0.786
81,77085.1,73,142,0.25,0,8.86,0.784
82,25504.2,84,131,0.25,0,6.97,0.782
83,7001.8,94,182,0.50,0,6.54,0.779
84,540.2,28,70,0.25,0,10.31,0.777
