episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-747.8,5,15,0.00,0,26.53,0.990
2,-5448.6,37,109,0.00,0,26.20,0.980
3,-900.6,6,18,0.00,0,26.87,0.970
4,-3046.0,22,61,0.00,0,26.03,0.961
5,-700.2,4,14,0.00,0,26.87,0.951
6,-6518.5,60,131,0.00,0,21.57,0.941
7,-1096.5,7,22,0.00,0,26.36,0.932
8,-1642.4,13,33,0.00,0,25.68,0.923
9,-5544.6,37,111,0.00,0,25.73,0.914
10,-4143.3,31,83,0.00,0,25.52,0.904
11,-548.7,3,11,0.00,0,26.70,0.895
12,-799.0,5,16,0.00,0,26.70,0.886
13,-1598.5,11,32,0.00,0,26.53,0.878
14,-1794.9,13,36,0.00,0,26.03,0.869
15,-2201.0,17,44,0.00,0,26.70,0.860
16,-648.9,4,13,0.00,0,26.70,0.851
17,-20277.0,137,406,0.00,0,22.34,0.843
18,-20327.7,135,407,0.00,0,22.42,0.835
19,-18806.1,126,377,0.00,0,21.23,0.826
20,-22897.5,155,459,0.00,0,19.89,0.818
21,-9071.3,62,182,0.00,0,22.45,0.810
22,-1996.5,15,40,0.00,0,26.19,0.802
23,-400.0,2,8,0.00,0,26.87,0.794
24,-447.5,3,9,0.00,0,26.52,0.786
25,-1000.4,6,20,0.00,0,26.87,0.778
26,-596.2,4,12,0.00,0,26.34,0.770
27,-498.8,3,10,0.00,0,26.70,0.762
28,-647.9,5,13,0.00,0,26.52,0.755
29,-2992.6,27,60,0.00,0,25.35,0.747
30,-5370.8,42,108,0.00,0,22.47,0.740
31,-1793.6,14,36,0.00,0,25.81,0.732
32,-17261.7,120,346,0.00,0,20.81,0.725
33,-8569.3,86,172,0.00,0,20.88,0.718
34,-1141.6,9,23,0.00,0,25.66,0.711
35,-848.9,5,17,0.00,0,26.70,0.703
36,-17628.9,118,354,0.00,0,20.30,0.696
37,-5338.3,36,107,0.00,0,24.94,0.689
38,-12895.2,88,259,0.00,0,20.33,0.683
39,-3537.2,24,71,0.00,0,24.95,0.676
40,-3239.2,21,65,0.00,0,25.28,0.669
41,-13089.6,90,263,0.00,0,19.81,0.662
42,-11920.9,79,239,0.00,0,22.27,0.656
43,-10023.0,100,203,0.00,0,13.94,0.649
44,-10717.2,103,216,0.00,0,14.94,0.643
45,-7875.0,74,159,0.00,0,15.85,0.636
46,-14090.3,123,363,0.25,0,19.46,0.630
47,-6758.2,47,136,0.00,0,20.99,0.624
48,-10455.1,78,210,0.00,0,19.98,0.617
49,1816.0,84,166,0.50,0,13.26,0.611
50,-12238.1,83,246,0.00,0,20.06,0.605
51,-4309.9,41,87,0.00,0,20.89,0.599
52,-8127.1,54,163,0.00,0,23.34,0.593
53,-1099.2,7,22,0.00,0,26.70,0.587
54,-4057.5,41,82,0.00,0,20.53,0.581
55,-1826.9,22,37,0.00,0,23.34,0.575
56,-13993.2,94,281,0.00,0,20.16,0.570
57,-10714.3,97,216,0.00,0,15.57,0.564
58,-10039.2,75,202,0.00,0,18.05,0.558
59,-4862.7,59,98,0.00,0,20.48,0.553
60,-5333.3,73,109,0.00,0,11.79,0.547
61,-497.4,3,10,0.00,0,26.52,0.542
62,-2571.0,25,52,0.00,0,22.65,0.536
63,-13940.2,102,280,0.00,0,18.24,0.531
64,-6974.7,46,140,0.00,0,23.16,0.526
65,-6288.1,45,127,0.00,0,19.07,0.520
66,-8275.9,66,167,0.00,0,17.59,0.515
67,-10200.7,69,205,0.00,0,20.37,0.510
68,-16083.6,108,323,0.00,0,19.88,0.505
69,10814.7,72,146,0.25,0,13.69,0.500
70,-4261.2,73,167,0.25,0,14.86,0.495
71,-2642.3,31,54,0.00,0,18.79,0.490
72,-9384.5,64,189,0.00,0,19.52,0.485
73,-550.1,3,11,0.00,0,26.87,0.480
74,63425.6,84,95,0.50,0,7.04,0.475
75,-7469.5,57,151,0.00,0,18.02,0.471
76,-4667.1,40,94,0.00,0,21.94,0.466
77,-1140.9,72,145,0.25,0,13.51,0.461
78,-2030.9,32,42,0.00,0,17.15,0.457
79,-4516.6,67,172,0.25,0,17.01,0.452
80,-2884.5,66,140,0.25,0,13.12,0.448
81,-7198.1,70,146,0.00,0,14.29,0.443
82,-9113.6,63,183,0.00,0,21.46,0.439
