episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-550.1,3,11,0.00,0,13.83,0.990
2,-4011.0,59,161,0.25,0,10.30,0.980
3,-3450.5,25,69,0.00,0,13.51,0.970
4,-4450.7,29,89,0.00,0,13.59,0.961
5,-1744.7,12,35,0.00,0,13.00,0.951
6,-6601.6,56,132,0.00,0,13.06,0.941
7,-498.9,3,10,0.00,0,13.67,0.932
8,-997.7,7,20,0.00,0,13.44,0.923
9,-1394.2,9,28,0.00,0,13.00,0.914
10,-2293.1,15,46,0.00,0,12.80,0.904
11,-799.5,6,16,0.00,0,13.67,0.895
12,-698.8,4,14,0.00,0,13.65,0.886
13,-699.4,4,14,0.00,0,13.73,0.878
14,-13294.7,95,266,0.00,0,11.74,0.869
15,-897.9,7,18,0.00,0,13.44,0.860
16,-1299.2,10,26,0.00,0,13.56,0.851
17,-7319.5,51,147,0.00,0,12.06,0.843
18,-1796.4,13,36,0.00,0,13.18,0.835
19,-947.0,6,19,0.00,0,13.39,0.826
20,-6500.9,72,211,0.25,0,10.06,0.818
21,-1048.3,8,21,0.00,0,13.48,0.810
22,-1446.5,10,29,0.00,0,13.26,0.802
23,-1544.2,11,31,0.00,0,12.95,0.794
24,146.3,31,78,0.25,0,9.12,0.786
25,-9921.3,104,280,0.25,0,8.97,0.778
26,-6535.9,71,212,0.25,0,11.13,0.770
27,2232.6,21,36,0.25,0,9.84,0.762
28,-4036.4,33,81,0.00,0,11.49,0.755
29,-11727.8,108,317,0.25,0,9.73,0.747
30,44799.7,83,146,0.50,0,7.04,0.740
31,-2238.5,16,45,0.00,0,12.15,0.732
32,-1920.0,40,119,0.25,0,11.18,0.725
33,-2714.4,24,55,0.00,0,9.18,0.718
34,-948.0,6,19,0.00,0,13.52,0.711
35,-5803.3,41,117,0.00,0,11.23,0.703
36,-446.7,3,9,0.00,0,13.38,0.696
37,-1992.0,15,40,0.00,0,12.59,0.689
38,-7704.6,79,235,0.25,0,9.18,0.683
39,-2957.9,48,140,0.25,0,10.78,0.676
40,-4143.9,27,83,0.00,0,12.75,0.669
41,400.5,33,73,0.25,0,9.16,0.662
42,-246.6,35,86,0.25,0,7.62,0.656
43,-3138.3,23,63,0.00,0,12.01,0.649
44,-1346.1,10,27,0.00,0,13.18,0.643
45,51129.9,91,179,0.50,0,6.71,0.636
46,-1344.9,9,27,0.00,0,13.09,0.630
47,45173.6,37,58,0.50,0,6.36,0.624
48,45659.7,45,88,0.50,0,7.49,0.617
49,-1893.0,17,38,0.00,0,12.58,0.611
50,29969.0,48,82,0.50,0,7.00,0.605
51,926.4,21,62,0.25,0,11.13,0.599
52,-1663.8,42,114,0.25,0,10.15,0.593
53,-7629.8,105,236,0.25,0,4.43,0.587
54,-9571.6,94,273,0.25,0,8.86,0.581
55,-2587.4,45,133,0.25,0,10.03,0.575
56,14672.4,37,68,0.50,0,6.55,0.570
57,-843.6,6,17,0.00,0,12.95,0.564
58,28364.0,38,35,0.75,0,3.35,0.558
59,14733.3,40,67,0.50,0,6.06,0.553
60,735.4,25,66,0.25,0,10.30,0.547
61,-617.5,31,93,0.25,0,11.36,0.542
62,77905.2,62,84,0.50,0,5.15,0.536
63,-1592.1,40,113,0.25,0,9.91,0.531
64,-10314.2,75,208,0.00,0,8.54,0.526
65,143056.2,61,61,0.75,0,3.58,0.520
66,-10291.0,69,207,0.00,0,9.91,0.515
67,41.3,29,80,0.25,0,10.25,0.510
68,85383.7,84,135,0.50,0,3.18,0.505
69,51372.6,49,94,0.50,0,6.06,0.500
70,-1813.3,40,117,0.25,0,10.31,0.495
71,66981.6,55,102,0.50,0,5.84,0.490
72,88682.1,68,69,0.50,0,3.85,0.485
73,24996.8,43,62,0.50,0,4.38,0.480
74,437.8,28,72,0.25,0,10.20,0.475
75,830.4,22,64,0.25,0,10.97,0.471
76,-2955.1,49,140,0.25,0,8.80,0.466
77,229.6,26,76,0.25,0,10.48,0.461
78,42365.0,37,74,0.50,0,6.93,0.457
79,26267.5,61,117,0.50,0,5.61,0.452
80,25063.8,30,60,0.50,0,7.78,0.448
81,21184.5,31,58,0.50,0,6.92,0.443
82,-2037.9,30,42,0.00,0,5.94,0.439
83,65024.9,53,101,0.25,0,8.28,0.434
84,2186.4,17,37,0.25,0,9.72,0.430
85,631.1,24,68,0.25,0,10.50,0.426
86,17722.3,45,87,0.50,0,5.44,0.421
87,5221.4,53,98,0.50,0,4.60,0.417
88,51378.1,48,94,0.50,0,6.49,0.413
89,9347.4,36,55,0.50,0,4.14,0.409
90,-1395.8,41,109,0.25,0,7.28,0.405
91,-4952.0,68,181,0.25,0,6.83,0.401
92,-3823.7,26,77,0.00,0,10.25,0.397
93,-2996.3,47,141,0.25,0,9.41,0.393
94,-211.0,29,85,0.25,0,10.07,0.389
95,121654.4,49,49,0.75,0,3.35,0.385
96,30825.4,34,65,0.50,0,6.27,0.381
97,20335.2,38,75,0.50,0,6.71,0.377
98,54479.7,59,112,0.50,0,5.22,0.373
99,-1288.0,9,26,0.00,0,12.21,0.370
100,58807.3,45,66,0.50,0,2.71,0.366
101,17886.4,33,44,0.50,0,5.32,0.362
102,72354.8,35,35,0.75,0,4.42,0.359
103,1756.2,23,46,0.25,0,6.85,0.355
104,-955.9,37,100,0.25,0,8.79,0.352
105,1736.5,20,46,0.25,0,9.54,0.348
106,72017.2,42,42,0.75,0,2.47,0.345
107,31074.1,36,60,0.50,0,5.17,0.341
108,31225.9,35,57,0.50,0,5.16,0.338
109,844.8,28,64,0.25,0,8.84,0.334
110,106340.6,52,36,0.75,0,1.80,0.331
111,74303.1,57,116,0.25,0,8.36,0.328
112,15047.6,36,61,0.50,0,4.48,0.324
113,904.7,26,63,0.25,0,8.15,0.321
114,8381.8,28,34,0.50,0,6.05,0.318
115,80109.9,41,40,0.75,0,4.26,0.315
116,44738.4,27,27,0.75,0,4.42,0.312
117,22510.2,32,32,0.75,0,3.35,0.309
118,25282.5,35,56,0.50,0,4.68,0.305
119,47228.0,35,18,0.75,0,2.50,0.302
120,59054.0,44,61,0.50,0,3.07,0.299
121,17935.0,43,83,0.50,0,5.50,0.296
122,-1039.8,40,102,0.25,0,6.64,0.293
123,34596.7,32,30,0.75,0,3.35,0.290
124,14058.4,21,40,0.50,0,7.38,0.288
125,852.8,29,64,0.25,0,7.86,0.285
126,2554.4,19,30,0.25,0,7.18,0.282
127,13303.0,25,16,0.75,0,2.85,0.279
128,119516.3,53,52,0.75,0,3.13,0.276
129,21638.2,46,89,0.50,0,5.61,0.273
130,1536.9,19,50,0.25,0,10.12,0.271
131,46488.4,32,32,0.75,0,4.42,0.268
132,7907.2,22,43,0.50,0,7.84,0.265
133,50357.9,37,35,0.75,0,2.30,0.263
134,23020.1,32,61,0.50,0,6.43,0.260
135,62177.9,39,39,0.75,0,3.35,0.257
136,44225.1,40,38,0.75,0,2.12,0.255
137,68164.3,35,0,1.00,0,0.00,0.252
138,17422.7,27,53,0.50,0,6.71,0.250
139,5377.0,29,54,0.50,0,5.39,0.247
140,68165.0,39,39,0.75,0,4.42,0.245
141,34550.7,31,31,0.50,0,3.27,0.242
142,23174.5,30,58,0.50,0,5.61,0.240
143,20172.2,24,38,0.50,0,6.41,0.238
144,27083.3,35,60,0.50,0,4.28,0.235
145,836.9,23,64,0.25,0,9.64,0.233
146,1331.1,21,54,0.25,0,10.43,0.231
147,120147.4,41,0,1.00,0,0.00,0.228
148,21282.0,22,16,0.50,0,4.10,0.226
149,28837.7,35,65,0.50,0,5.16,0.224
150,25118.5,30,59,0.50,0,6.71,0.221
151,86483.2,46,33,0.75,0,1.12,0.219
152,1236.9,31,57,0.25,0,4.66,0.217
153,74251.7,37,37,0.75,0,3.35,0.215
154,72605.2,35,30,0.75,0,2.57,0.213
155,-2607.2,24,53,0.00,0,7.99,0.211
156,23475.1,31,52,0.50,0,6.44,0.208
157,220.3,32,77,0.25,0,5.89,0.206
158,62157.8,33,0,1.00,0,0.00,0.204
159,39952.7,34,43,0.50,0,3.01,0.202
160,100147.6,39,0,1.00,0,0.00,0.200
161,34749.0,28,27,0.75,0,3.35,0.198
162,18825.5,21,25,0.50,0,5.07,0.196
163,2063.0,22,40,0.25,0,6.05,0.194
164,92148.8,38,0,1.00,0,0.00,0.192
165,13343.3,20,15,0.75,0,3.55,0.190
166,90123.4,33,0,1.00,0,0.00,0.189
167,82409.7,37,34,0.75,0,3.35,0.187
168,56140.4,31,0,1.00,0,0.00,0.185
169,128245.1,49,38,0.50,0,1.62,0.183
170,16668.9,20,28,0.50,0,5.97,0.181
171,56141.7,30,0,1.00,0,0.00,0.179
172,16012.9,22,41,0.50,0,7.56,0.178
173,27051.6,25,21,0.75,0,3.72,0.176
174,16417.2,22,33,0.50,0,6.18,0.174
175,15327.0,28,55,0.50,0,5.88,0.172
176,27330.0,30,55,0.50,0,5.01,0.171
177,1783.2,17,45,0.25,0,10.14,0.169
178,1946.0,19,42,0.25,0,8.35,0.167
179,-1775.2,14,36,0.00,0,10.48,0.165
180,4531.7,24,31,0.25,0,3.59,0.164
181,27025.7,31,61,0.50,0,6.73,0.162
182,16995.7,24,22,0.50,0,3.35,0.161
183,78303.2,36,36,0.75,0,3.58,0.159
184,18067.9,24,40,0.50,0,6.33,0.157
185,795.7,25,65,0.25,0,8.79,0.156
186,49207.8,28,18,0.75,0,1.95,0.154
187,36957.7,29,23,0.75,0,2.30,0.153
188,1094.5,23,59,0.25,0,8.68,0.151
189,24272.1,24,36,0.50,0,6.06,0.150
190,2462.6,19,32,0.25,0,6.19,0.148
191,3637.0,18,9,0.25,0,3.57,0.147
192,38758.6,30,27,0.75,0,1.95,0.145
193,40661.9,30,29,0.75,0,2.30,0.144
194,60810.1,34,26,0.75,0,1.95,0.142
195,60139.4,32,0,1.00,0,0.00,0.141
196,-943.9,6,19,0.00,0,13.01,0.139
197,11741.3,28,47,0.25,0,4.17,0.138
198,1997.0,19,41,0.25,0,8.83,0.137
199,1058.9,25,60,0.25,0,7.62,0.135
200,14528.4,22,31,0.50,0,5.62,0.134
201,886.2,23,63,0.25,0,9.77,0.133
202,2429.0,24,33,0.25,0,5.13,0.131
203,116289.2,49,37,0.75,0,1.60,0.130
204,10588.4,23,30,0.50,0,4.07,0.129
205,52552.4,31,31,0.75,0,3.35,0.127
206,25608.2,25,49,0.50,0,7.82,0.126
207,47259.6,28,17,0.75,0,1.41,0.125
208,2030.3,15,40,0.25,0,10.49,0.124
209,27261.6,28,56,0.50,0,6.93,0.122
210,46898.2,27,24,0.75,0,3.02,0.121
211,12281.6,25,36,0.50,0,4.46,0.120
212,58547.2,31,31,0.75,0,3.58,0.119
213,46653.9,29,29,0.75,0,3.35,0.118
214,50812.7,31,26,0.75,0,2.46,0.116
215,68127.4,28,0,1.00,0,0.00,0.115
216,35203.2,26,18,0.75,0,2.36,0.114
217,17018.8,28,22,0.75,0,1.46,0.113
218,36020.3,24,2,0.75,0,0.56,0.112
219,36778.2,36,66,0.50,0,4.79,0.111
220,21296.4,22,16,0.75,0,3.40,0.110
221,16312.7,20,35,0.50,0,7.12,0.108
222,20034.5,28,41,0.50,0,3.82,0.107
223,10215.1,30,38,0.50,0,2.94,0.106
224,7693.7,19,8,0.50,0,2.66,0.105
225,-3798.0,64,159,0.25,0,3.86,0.104
226,56696.9,30,28,0.75,0,2.92,0.103
227,51165.5,30,19,0.75,0,1.25,0.102
228,23667.8,26,48,0.50,0,6.15,0.101
229,50695.6,28,28,0.75,0,3.58,0.100
230,2050.3,19,40,0.25,0,7.79,0.099
231,29164.3,30,58,0.50,0,6.60,0.098
232,15936.6,26,43,0.25,0,4.39,0.097
233,24964.3,29,23,0.75,0,1.46,0.096
234,7382.0,19,14,0.25,0,4.28,0.095
235,20368.6,22,34,0.50,0,6.06,0.094
236,24987.6,24,22,0.75,0,4.42,0.093
237,48881.8,34,25,0.75,0,1.80,0.092
238,41050.0,26,21,0.75,0,2.69,0.091
239,57213.1,30,18,0.75,0,1.46,0.091
240,16157.1,20,38,0.50,0,7.61,0.090
241,43170.3,29,19,0.75,0,0.79,0.089
242,38410.6,32,34,0.50,0,2.02,0.088
243,19192.3,20,18,0.75,0,4.10,0.087
244,7169.8,17,18,0.25,0,5.45,0.086
245,24001.3,20,4,0.75,0,2.30,0.085
246,2390.8,16,33,0.25,0,9.03,0.084
247,13537.2,20,11,0.25,0,3.54,0.084
248,8262.9,21,36,0.50,0,6.91,0.083
249,2802.2,15,25,0.25,0,7.56,0.082
250,29967.3,22,3,0.75,0,1.06,0.081
251,2544.8,15,30,0.25,0,8.55,0.080
252,72510.0,35,32,0.75,0,3.91,0.079
253,19238.3,22,17,0.50,0,3.56,0.079
254,16621.5,20,29,0.50,0,5.88,0.078
255,123880.4,47,45,0.75,0,3.25,0.077
256,19137.5,20,19,0.75,0,4.26,0.076
257,40950.7,26,23,0.75,0,2.92,0.076
258,13374.7,28,54,0.50,0,5.61,0.075
259,46020.4,25,2,0.75,0,0.56,0.074
260,18160.7,21,38,0.50,0,7.13,0.073
261,20269.3,22,36,0.50,0,6.33,0.073
262,2543.4,15,30,0.25,0,8.72,0.072
263,13690.0,28,48,0.50,0,4.43,0.071
264,62915.9,31,24,0.75,0,2.15,0.070
265,3085.7,19,20,0.25,0,4.07,0.070
266,6810.8,17,25,0.25,0,6.73,0.069
267,82123.3,29,0,1.00,0,0.00,0.068
