episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-4637.7,45,93,0.00,0,12.25,0.990
2,-698.4,4,14,0.00,0,13.61,0.980
3,-27062.4,189,541,0.00,0,13.41,0.970
4,-1594.1,13,32,0.00,0,12.85,0.961
5,-2646.3,17,53,0.00,0,13.18,0.951
6,-647.7,4,13,0.00,0,13.51,0.941
7,-449.5,3,9,0.00,0,13.73,0.932
8,-1696.4,12,34,0.00,0,13.21,0.923
9,-850.7,6,17,0.00,0,13.83,0.914
10,-693.0,6,14,0.00,0,12.83,0.904
11,-1043.8,11,21,0.00,0,12.77,0.895
12,-400.0,2,8,0.00,0,13.83,0.886
13,-3949.8,26,79,0.00,0,13.49,0.878
14,-1545.5,10,31,0.00,0,13.16,0.869
15,6908.0,68,104,0.50,0,7.19,0.860
16,-2901.8,19,58,0.00,0,13.83,0.851
17,-1648.1,12,33,0.00,0,13.40,0.843
18,-2137.8,24,43,0.00,0,11.64,0.835
19,-700.2,4,14,0.00,0,13.83,0.826
20,-10075.1,104,284,0.25,0,10.01,0.818
21,-844.6,6,17,0.00,0,13.06,0.810
22,-16552.3,141,413,0.25,0,10.08,0.802
23,-18496.6,153,452,0.25,0,8.80,0.794
24,-4697.3,31,94,0.00,0,13.12,0.786
25,-1143.9,10,23,0.00,0,12.85,0.778
26,217056.3,178,342,0.50,0,5.37,0.770
27,-8850.0,64,178,0.00,0,10.06,0.762
28,-7339.1,52,147,0.00,0,11.70,0.755
29,-1839.5,13,37,0.00,0,12.34,0.747
30,-10160.9,97,285,0.25,0,11.13,0.740
31,-550.1,3,11,0.00,0,13.83,0.732
32,-1195.3,8,24,0.00,0,13.14,0.725
33,-4737.8,32,95,0.00,0,11.90,0.718
34,-1245.4,8,25,0.00,0,13.16,0.711
35,-6604.2,71,213,0.25,0,9.41,0.703
36,-5397.6,64,189,0.25,0,10.07,0.696
37,-10861.2,101,298,0.25,0,8.55,0.689
38,-1987.4,15,40,0.00,0,12.01,0.683
39,-14402.5,128,370,0.25,0,10.56,0.676
40,-5169.2,71,185,0.25,0,9.29,0.669
41,-1343.5,10,27,0.00,0,12.85,0.662
42,-5036.3,33,101,0.00,0,11.73,0.656
43,-5108.3,62,183,0.25,0,9.19,0.649
44,55776.5,63,126,0.50,0,7.78,0.643
45,-12336.0,83,247,0.00,0,11.18,0.636
46,-10376.6,72,208,0.00,0,9.91,0.630
47,4869.1,58,105,0.50,0,6.37,0.624
48,-1389.4,12,28,0.00,0,12.26,0.617
49,-1313.6,37,107,0.25,0,9.60,0.611
50,-1795.7,44,117,0.25,0,8.24,0.605
51,29.5,28,80,0.25,0,10.75,0.599
52,8437.0,60,114,0.50,0,6.28,0.593
53,-594.0,4,12,0.00,0,13.03,0.587
54,-1563.3,42,112,0.25,0,9.62,0.581
55,-8551.9,57,172,0.00,0,9.99,0.575
56,-3275.3,26,66,0.00,0,12.15,0.570
57,-1050.2,36,102,0.25,0,10.47,0.564
58,8539.7,73,112,0.25,0,4.15,0.558
59,101762.3,89,167,0.50,0,5.01,0.553
60,101735.3,90,90,0.75,0,3.35,0.547
61,-1144.5,8,23,0.00,0,13.03,0.542
62,32.1,27,80,0.25,0,11.13,0.536
63,-3736.3,55,156,0.25,0,10.15,0.531
64,749.3,31,66,0.25,0,8.74,0.526
65,57871.2,46,45,0.75,0,3.35,0.520
66,-13402.7,93,270,0.00,0,9.76,0.515
67,-1197.7,38,105,0.25,0,10.78,0.510
68,3794.8,63,126,0.50,0,6.05,0.505
69,-1240.9,8,25,0.00,0,12.60,0.500
70,-8119.0,101,246,0.25,0,4.82,0.495
71,57686.4,52,88,0.50,0,4.52,0.490
72,-850.3,5,17,0.00,0,13.83,0.485
73,-62.4,29,82,0.25,0,10.69,0.480
74,42296.8,58,116,0.50,0,7.78,0.475
75,-1396.1,40,109,0.25,0,7.28,0.471
76,16408.7,34,34,0.75,0,2.47,0.466
77,25732.3,48,87,0.50,0,6.49,0.461
78,-580.4,37,93,0.25,0,7.66,0.457
79,140764.9,67,67,0.75,0,3.58,0.452
80,-1081.9,9,22,0.00,0,11.40,0.448
81,2119.3,22,39,0.25,0,7.24,0.443
82,49291.9,44,56,0.50,0,4.41,0.439
83,-1592.7,41,113,0.25,0,9.29,0.434
84,5475.5,33,52,0.50,0,5.89,0.430
85,17430.5,47,93,0.50,0,5.72,0.426
86,5268.2,29,56,0.50,0,7.78,0.421
