episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-1545.4,10,31,0.00,0,13.15,0.997
2,-995.6,7,20,0.00,0,13.18,0.994
3,-4584.0,60,173,0.25,0,10.97,0.991
4,-1601.2,11,32,0.00,0,13.83,0.988
5,-850.3,5,17,0.00,0,13.83,0.985
6,-400.0,2,8,0.00,0,13.83,0.982
7,-650.3,4,13,0.00,0,13.83,0.979
8,-1095.3,7,22,0.00,0,13.17,0.976
9,-3043.7,21,61,0.00,0,12.79,0.973
10,-947.8,8,19,0.00,0,13.39,0.970
11,-3251.1,21,65,0.00,0,13.73,0.967
12,-2143.5,19,43,0.00,0,12.61,0.965
13,-798.9,8,16,0.00,0,13.50,0.962
14,-1997.0,15,40,0.00,0,13.20,0.959
15,-1098.6,10,22,0.00,0,13.43,0.956
16,-548.3,3,11,0.00,0,13.61,0.953
17,-799.1,5,16,0.00,0,13.67,0.950
18,-550.1,3,11,0.00,0,13.83,0.947
19,-1100.6,7,22,0.00,0,13.83,0.945
20,-749.7,5,15,0.00,0,13.73,0.942
21,-846.4,6,17,0.00,0,13.30,0.939
22,-1098.5,8,22,0.00,0,13.52,0.936
23,-849.3,6,17,0.00,0,13.66,0.933
24,-5749.2,38,115,0.00,0,13.27,0.930
25,-698.5,5,14,0.00,0,13.56,0.928
26,-2594.0,17,52,0.00,0,12.88,0.925
27,-400.0,2,8,0.00,0,13.83,0.922
28,-2393.4,17,48,0.00,0,12.75,0.919
29,-1346.8,10,27,0.00,0,13.27,0.917
30,-12800.0,85,256,0.00,0,12.78,0.914
31,-847.6,6,17,0.00,0,13.44,0.911
32,-1196.6,8,24,0.00,0,13.31,0.908
33,-547.1,4,11,0.00,0,13.40,0.906
34,-945.2,6,19,0.00,0,13.17,0.903
35,-2449.5,18,49,0.00,0,13.48,0.900
36,-1199.3,8,24,0.00,0,13.64,0.897
37,-50353.4,338,1008,0.00,0,10.44,0.895
38,-2099.1,16,42,0.00,0,13.44,0.892
39,-1296.9,8,26,0.00,0,13.37,0.889
40,-1549.5,13,31,0.00,0,13.51,0.887
41,-3841.0,25,77,0.00,0,12.42,0.884
42,-38014.8,281,842,0.25,0,9.24,0.881
43,-16246.5,137,406,0.25,0,9.02,0.879
44,-2943.7,20,59,0.00,0,12.78,0.876
45,-5409.9,64,189,0.25,0,9.76,0.874
46,-549.3,3,11,0.00,0,13.73,0.871
47,-1645.1,57,114,0.25,0,9.10,0.868
48,-5025.8,36,101,0.00,0,10.71,0.866
49,-1947.7,14,39,0.00,0,13.33,0.863
50,-3138.4,29,63,0.00,0,11.72,0.861
51,-3887.6,29,78,0.00,0,11.80,0.858
52,-20489.6,181,491,0.25,0,7.61,0.855
53,-696.6,5,14,0.00,0,13.33,0.853
54,-3989.4,26,80,0.00,0,12.20,0.850
55,-548.7,3,11,0.00,0,13.66,0.848
56,-16988.5,152,422,0.25,0,9.00,0.845
57,-497.1,3,10,0.00,0,13.44,0.843
58,-17430.0,145,430,0.25,0,9.30,0.840
59,-2049.7,13,41,0.00,0,13.65,0.838
60,-6382.8,42,128,0.00,0,11.18,0.835
61,-3305.3,56,147,0.25,0,10.12,0.833
62,-11922.8,80,239,0.00,0,10.54,0.830
63,-9882.6,95,279,0.25,0,10.23,0.828
64,-500.2,3,10,0.00,0,13.83,0.825
65,-10696.6,99,295,0.25,0,9.90,0.823
66,-1994.5,16,40,0.00,0,12.84,0.820
67,-7527.1,86,232,0.25,0,7.63,0.818
68,-1444.0,16,29,0.00,0,12.64,0.815
69,-5839.5,73,198,0.25,0,9.92,0.813
70,-10536.7,70,211,0.00,0,11.71,0.810
71,-995.5,7,20,0.00,0,13.17,0.808
72,-2898.3,20,58,0.00,0,13.34,0.805
73,-1288.1,10,26,0.00,0,12.17,0.803
74,-798.2,6,16,0.00,0,13.51,0.801
75,-8946.7,88,260,0.25,0,10.13,0.798
76,-1248.9,8,25,0.00,0,13.61,0.796
77,-8734.4,86,256,0.25,0,11.36,0.793
78,-5712.9,75,195,0.25,0,10.07,0.791
79,-550.5,4,11,0.00,0,13.83,0.789
80,-14108.5,101,283,0.00,0,8.73,0.786
81,-596.4,4,12,0.00,0,13.33,0.784
82,-1392.5,9,28,0.00,0,12.80,0.782
83,-548.7,3,11,0.00,0,13.65,0.779
84,-2791.3,19,56,0.00,0,12.49,0.777
85,-1344.5,55,108,0.25,0,8.13,0.775
86,-8132.8,61,163,0.00,0,10.67,0.772
87,-3149.5,21,63,0.00,0,13.50,0.770
88,-23112.9,158,463,0.00,0,9.13,0.768
89,-1191.5,10,24,0.00,0,12.56,0.765
90,-1785.5,13,36,0.00,0,11.86,0.763
91,-3992.2,26,80,0.00,0,12.56,0.761
92,234993.3,154,302,0.50,0,5.44,0.758
93,34695.5,74,148,0.25,0,6.84,0.756
94,-3691.2,35,74,0.00,0,11.91,0.754
95,-1043.2,7,21,0.00,0,12.90,0.752
96,-3696.9,24,74,0.00,0,13.17,0.749
97,-5059.7,50,102,0.00,0,9.85,0.747
98,-992.2,8,20,0.00,0,12.70,0.745
99,-696.7,4,14,0.00,0,13.39,0.743
100,-4878.1,40,98,0.00,0,10.32,0.740
101,-6446.8,71,210,0.25,0,9.19,0.738
102,-2642.5,24,53,0.00,0,12.39,0.736
103,-208.6,31,85,0.25,0,9.47,0.734
104,-105.3,34,83,0.25,0,9.94,0.732
105,-1541.2,10,31,0.00,0,12.62,0.729
106,-8673.5,93,255,0.25,0,9.71,0.727
107,-1784.3,14,36,0.00,0,11.62,0.725
108,-187.9,40,85,0.25,0,8.68,0.723
109,-1438.7,14,29,0.00,0,12.08,0.721
110,-5580.5,61,113,0.00,0,7.21,0.719
111,-1343.4,10,27,0.00,0,12.84,0.716
112,211547.7,89,91,0.50,0,4.06,0.714
113,114009.3,101,202,0.25,0,6.74,0.712
114,-1697.2,12,34,0.00,0,13.30,0.710
115,-550.1,3,11,0.00,0,13.83,0.708
116,-869.5,35,98,0.25,0,10.92,0.706
117,-6049.7,69,202,0.25,0,9.59,0.704
118,-1892.6,14,38,0.00,0,12.68,0.702
119,-1443.9,9,29,0.00,0,12.98,0.699
120,17866.3,64,125,0.50,0,6.72,0.697
121,-7939.1,81,240,0.25,0,8.79,0.695
122,-360.3,38,88,0.25,0,9.26,0.693
123,-1741.4,13,35,0.00,0,12.55,0.691
124,-4679.0,39,94,0.00,0,10.48,0.689
125,-796.2,7,16,0.00,0,13.21,0.687
126,-6343.5,43,127,0.00,0,12.45,0.685
127,-9072.8,99,263,0.25,0,7.78,0.683
128,-4825.1,38,97,0.00,0,10.03,0.681
129,-1986.8,15,40,0.00,0,11.93,0.679
130,735.1,24,66,0.25,0,11.03,0.677
131,-21.8,27,81,0.25,0,11.36,0.675
132,-3097.9,21,62,0.00,0,13.30,0.673
133,-1957.4,41,120,0.25,0,10.80,0.671
134,-2558.7,45,132,0.25,0,10.91,0.669
135,4390.2,40,74,0.50,0,7.67,0.667
136,-3200.9,59,145,0.25,0,8.86,0.665
137,-1501.0,10,30,0.00,0,13.83,0.663
138,-550.1,3,11,0.00,0,13.83,0.661
139,-3580.8,24,72,0.00,0,11.31,0.659
140,-5567.6,38,112,0.00,0,10.12,0.657
141,212919.0,112,48,0.50,0,3.04,0.655
142,-3001.5,49,141,0.25,0,10.47,0.653
143,-8777.8,88,257,0.25,0,8.18,0.651
144,-3293.7,23,66,0.00,0,12.72,0.649
145,1298.0,23,55,0.25,0,8.89,0.647
146,-4671.6,41,94,0.00,0,9.64,0.645
147,114315.7,76,116,0.50,0,4.26,0.643
148,-1095.6,7,22,0.00,0,13.20,0.641
149,-997.8,6,20,0.00,0,13.51,0.639
150,33886.5,45,84,0.50,0,7.35,0.637
151,17294.1,29,55,0.25,0,9.19,0.635
152,-6591.4,76,214,0.25,0,8.80,0.633
153,-799.0,5,16,0.00,0,13.65,0.631
154,-697.0,5,14,0.00,0,13.38,0.630
155,-2292.4,16,46,0.00,0,12.66,0.628
156,-1290.9,9,26,0.00,0,12.57,0.626
157,-4082.9,59,163,0.25,0,8.09,0.624
158,-2194.2,55,125,0.25,0,7.32,0.622
159,-7759.7,91,237,0.25,0,8.35,0.620
160,-5701.3,67,195,0.25,0,9.24,0.618
161,-2113.7,41,123,0.25,0,10.48,0.616
162,-972.7,36,100,0.25,0,10.73,0.615
163,-1893.8,13,38,0.00,0,12.88,0.613
164,65763.4,57,87,0.50,0,4.45,0.611
165,-2469.6,45,130,0.25,0,10.78,0.609
166,-2739.7,18,55,0.00,0,12.34,0.607
167,40200.5,59,118,0.50,0,6.93,0.605
168,1236.4,25,56,0.25,0,9.60,0.604
169,-848.9,6,17,0.00,0,13.61,0.602
