Episode	TotalReward	Steps	Collisions	SuccessRate	Timeout
164	-156.0	49	121	0.00	False
165	-17.0	5	15	0.00	False
166	-257.2	81	203	0.00	False
167	-21.8	7	19	0.00	False
168	-73.2	22	62	0.00	False
169	-26.8	9	22	0.00	False
170	3911.8	28	79	0.25	False
171	175671.0	130	252	0.50	False
172	-137.0	40	120	0.00	False
173	-199.6	58	169	0.00	False
174	-42.4	13	35	0.00	False
175	-31.4	10	28	0.00	False
176	3866.4	47	103	0.25	False
177	-124.0	37	108	0.00	False
178	3325.8	198	569	0.25	False
179	-16.0	5	15	0.00	False
180	-153.8	48	108	0.00	False
181	-37.8	12	34	0.00	False
182	-8.0	2	8	0.00	False
183	-227.4	69	184	0.00	False
184	-76.8	23	63	0.00	False
185	-63.8	20	51	0.00	False
186	-11.2	3	11	0.00	False
187	-36.0	10	30	0.00	False
188	-39.8	13	28	0.00	False
189	-79.0	27	58	0.00	False
190	-1123.2	334	930	0.00	False
191	83762.2	89	175	0.50	False
192	-55.2	16	48	0.00	False
193	-484.8	150	371	0.00	False
194	3703.6	87	254	0.25	False
195	-22.4	7	21	0.00	False
196	3557.0	132	356	0.25	False
197	-33.8	10	31	0.00	False
198	-67.4	19	59	0.00	False
199	-22.6	8	19	0.00	False
200	-31.6	11	26	0.00	False
201	-29.8	9	27	0.00	False
202	-56.8	18	48	0.00	False
203	-101.8	30	91	0.00	False
204	-22.0	6	19	0.00	False
205	-18.4	6	17	0.00	False
206	-69.6	20	57	0.00	False
207	-65.0	19	56	0.00	False
208	-35.6	12	30	0.00	False
209	-74.0	22	53	0.00	False
210	3771.4	69	201	0.25	False
211	-84.0	33	37	0.00	False
212	-746.2	219	640	0.00	False
213	-219.2	66	178	0.00	False
214	-34.0	10	30	0.00	False
215	-11.2	3	11	0.00	False
216	-88.6	27	70	0.00	False
217	-65.4	22	56	0.00	False
218	-10.4	3	10	0.00	False
219	-119.8	37	94	0.00	False
220	-382.8	110	331	0.00	False
221	-29.8	10	26	0.00	False
222	-19.6	6	16	0.00	False
223	-71.6	22	60	0.00	False
224	-64.8	25	51	0.00	False
225	-21.6	7	20	0.00	False
226	-15.2	5	14	0.00	False
227	3630.2	112	307	0.25	False
228	-13.6	4	13	0.00	False
229	3920.4	30	65	0.25	False
230	-125.0	41	94	0.00	False
231	-573.2	179	445	0.00	False
232	-143.0	43	127	0.00	False
233	-8.0	2	8	0.00	False
234	-282.2	81	243	0.00	False
235	45872.2	54	84	0.25	False
236	3742.6	77	224	0.25	False
237	3619.8	111	321	0.25	False
238	-174.6	55	152	0.00	False
239	-67.4	21	52	0.00	False
240	-157.6	46	136	0.00	False
241	-19.2	6	18	0.00	False
242	717667.6	212	212	0.75	False
243	-35.6	11	31	0.00	False
244	3722.8	94	193	0.25	False
245	-11.2	3	11	0.00	False
246	-24.0	9	21	0.00	False
247	-306.0	89	261	0.00	False
248	-138.0	43	122	0.00	False
249	-26.4	9	24	0.00	False
250	-52.8	15	46	0.00	False
251	-92.8	28	83	0.00	False
252	-11.2	3	11	0.00	False
253	-58.6	21	46	0.00	False
254	-14.6	4	13	0.00	False
255	-58.2	20	44	0.00	False
256	-75.4	30	53	0.00	False
257	3793.8	64	178	0.25	False
258	3591.6	120	351	0.25	False
259	-72.6	25	57	0.00	False
260	-52.6	17	45	0.00	False
261	-58.8	19	47	0.00	False
262	-68.6	25	47	0.00	False
263	-17.8	6	15	0.00	False
264	3812.0	56	167	0.25	False
265	-24.8	8	23	0.00	False
266	-77.4	24	64	0.00	False
267	-262.8	78	223	0.00	False
268	-144.4	42	126	0.00	False
269	-16.0	5	15	0.00	False
270	-98.8	29	87	0.00	False
271	3804.8	58	174	0.25	False
272	-19.2	8	16	0.00	False
273	-67.0	22	53	0.00	False
274	-11.2	3	11	0.00	False
275	-146.4	45	123	0.00	False
276	-13.0	4	11	0.00	False
277	-360.0	106	314	0.00	False
278	-434.8	128	373	0.00	False
279	-24.0	8	22	0.00	False
280	-164.0	60	110	0.00	False
281	-87.8	27	74	0.00	False
282	3816.0	57	161	0.25	False
283	-113.8	36	90	0.00	False
284	-26.4	8	25	0.00	False
285	-94.8	28	83	0.00	False
286	-133.6	42	115	0.00	False
287	55707.6	110	210	0.50	False
288	-54.8	16	50	0.00	False
289	-30.8	9	27	0.00	False
290	-251.4	72	216	0.00	False
291	3937.2	25	44	0.25	False
292	-146.0	43	127	0.00	False
293	-102.0	35	75	0.00	False
294	-29.6	10	22	0.00	False
295	3647.4	106	304	0.25	False
296	-349.4	108	290	0.00	False
297	-188.8	56	165	0.00	False
298	-31.2	11	28	0.00	False
299	-43.8	14	32	0.00	False
300	-16.2	6	13	0.00	False
301	-575.2	168	506	0.00	False
302	3903.0	33	80	0.25	False
303	3921.0	26	67	0.25	False
304	-36.4	13	30	0.00	False
305	-248.2	75	214	0.00	False
306	3905.6	32	79	0.25	False
307	-77.2	26	63	0.00	False
308	21886.6	48	79	0.25	False
309	-37.2	12	32	0.00	False
310	-367.8	110	316	0.00	False
311	-212.0	72	148	0.00	False
312	-47.6	14	43	0.00	False
313	3913.8	32	55	0.25	False
314	3813.6	58	158	0.25	False
315	-15.2	5	14	0.00	False
316	-38.2	13	31	0.00	False
317	-118.8	37	99	0.00	False
318	-354.4	123	240	0.00	False
319	-52.0	18	37	0.00	False
320	-47.2	17	37	0.00	False
321	-27.2	9	25	0.00	False
322	-669.0	198	582	0.00	False
323	-21.0	7	18	0.00	False
324	-84.8	27	69	0.00	False
325	-183.4	54	154	0.00	False
326	3628.2	118	316	0.25	False
327	-798.2	236	693	0.00	False
328	-70.6	23	59	0.00	False
329	-13.6	4	13	0.00	False
330	3895.4	33	92	0.25	False
331	-36.4	12	26	0.00	False
332	-21.6	7	20	0.00	False
333	-353.8	107	309	0.00	False
334	-20.2	7	17	0.00	False
335	-89.8	26	80	0.00	False
336	-95.4	29	84	0.00	False
337	-84.8	28	73	0.00	False
338	-137.0	42	118	0.00	False
339	-73.2	26	58	0.00	False
340	3891.8	38	79	0.25	False
341	-14.4	4	14	0.00	False
342	3818.6	55	156	0.25	False
343	41777.0	84	165	0.50	False
344	-1690.0	500	1470	0.00	True
345	960801.6	500	967	0.25	True
346	-376.6	110	332	0.00	False
347	-23.6	7	20	0.00	False
348	-29.2	10	24	0.00	False
349	-60.8	19	52	0.00	False
350	3777.6	76	180	0.25	False
351	-401.6	119	343	0.00	False
352	-107.4	37	86	0.00	False
353	-216.8	69	177	0.00	False
354	3925.8	27	55	0.25	False
355	-162.2	51	143	0.00	False
356	-13.8	4	12	0.00	False
357	-109.0	32	98	0.00	False
358	3206.6	233	693	0.25	False
359	3842.2	48	136	0.25	False
360	-116.8	36	100	0.00	False
361	-26.6	8	24	0.00	False
362	-36.8	14	27	0.00	False
363	-34.4	11	32	0.00	False
364	31919.8	35	63	0.50	False
365	-42.8	14	37	0.00	False
366	-78.8	27	59	0.00	False
367	-12.8	4	12	0.00	False
368	3912.0	30	73	0.25	False
369	3852.2	45	129	0.25	False
370	-22.4	7	21	0.00	False
371	-40.2	15	29	0.00	False
372	-54.0	19	41	0.00	False
373	3727.0	87	221	0.25	False
374	43878.4	48	92	0.50	False
375	3863.0	41	122	0.25	False
376	-39.8	13	33	0.00	False
377	-119.2	41	93	0.00	False
378	-8.0	2	8	0.00	False
379	-55.8	21	45	0.00	False
380	-118.8	35	106	0.00	False
381	89782.2	86	165	0.25	False
382	-130.6	45	107	0.00	False
383	-142.0	46	119	0.00	False
384	137734.0	112	209	0.50	False
385	-16.2	5	14	0.00	False
386	3757.0	73	210	0.25	False
387	21936.0	36	23	0.50	False
388	-14.4	5	13	0.00	False
389	-60.6	20	47	0.00	False
390	-19.2	6	18	0.00	False
391	-161.4	51	137	0.00	False
392	3390.6	184	542	0.25	False
393	-251.2	79	210	0.00	False
394	3891.8	35	92	0.25	False
395	-286.0	91	234	0.00	False
396	-73.8	23	68	0.00	False
397	-70.4	26	47	0.00	False
398	-35.6	12	25	0.00	False
399	-109.8	39	82	0.00	False
400	-110.4	33	95	0.00	False
401	17877.8	49	86	0.25	False
402	-164.6	56	131	0.00	False
403	-43.6	15	37	0.00	False
404	3483.8	164	443	0.25	False
405	103794.8	84	168	0.25	False
406	-133.6	44	103	0.00	False
407	3719.8	90	232	0.25	False
408	-79.2	28	61	0.00	False
409	-76.4	25	68	0.00	False
410	-48.0	16	39	0.00	False
411	-317.6	102	250	0.00	False
412	-32.2	10	29	0.00	False
413	-191.6	69	143	0.00	False
414	-17.0	5	15	0.00	False
415	3930.0	28	50	0.25	False
416	3937.0	26	42	0.25	False
417	-255.4	82	196	0.00	False
418	-93.6	34	73	0.00	False
419	-123.4	39	104	0.00	False
420	-107.4	33	90	0.00	False
421	-191.8	69	157	0.00	False
422	-39.2	13	36	0.00	False
423	3927.0	24	64	0.25	False
424	3701.6	90	266	0.25	False
425	-32.8	10	31	0.00	False
426	-67.8	20	61	0.00	False
427	-114.4	37	101	0.00	False
428	-30.6	9	28	0.00	False
429	-19.2	6	18	0.00	False
430	-277.2	87	237	0.00	False
431	-154.2	49	125	0.00	False
432	-111.6	34	93	0.00	False
433	-50.6	18	39	0.00	False
434	-94.0	33	67	0.00	False
435	-34.6	11	31	0.00	False
436	3863.0	42	116	0.25	False
437	-33.4	12	26	0.00	False
438	-321.6	111	246	0.00	False
439	3234.0	234	674	0.25	False
440	-55.6	18	49	0.00	False
441	-119.6	42	90	0.00	False
442	-86.8	26	80	0.00	False
443	-37.0	12	33	0.00	False
444	-44.4	15	33	0.00	False
445	3910.8	33	69	0.25	False
446	-67.6	23	59	0.00	False
447	-74.0	22	63	0.00	False
448	-37.0	11	34	0.00	False
449	-69.0	23	52	0.00	False
450	-150.8	49	127	0.00	False
451	-974.6	300	827	0.00	False
452	3884.2	36	103	0.25	False
453	-34.4	12	26	0.00	False
454	-236.6	71	211	0.00	False
455	3417.8	176	511	0.25	False
456	-219.8	65	196	0.00	False
457	625725.8	185	181	0.75	False
458	-78.8	27	59	0.00	False
459	3895.0	36	82	0.25	False
460	-306.4	91	267	0.00	False
461	-81.0	26	69	0.00	False
462	3876.8	42	100	0.25	False
463	3786.6	65	186	0.25	False
464	3616.8	116	341	0.25	False
465	-115.4	39	94	0.00	False
466	-199.2	69	160	0.00	False
467	3875.0	42	106	0.25	False
468	-10.4	3	10	0.00	False
469	-113.8	41	90	0.00	False
470	-23.4	7	21	0.00	False
471	3840.0	57	121	0.25	False
472	3715.8	97	230	0.25	False
473	-43.4	14	39	0.00	False
474	-70.2	24	60	0.00	False
475	-137.0	47	108	0.00	False
476	-13.6	4	13	0.00	False
477	-35.4	12	31	0.00	False
478	257606.6	165	326	0.25	False
479	-45.8	18	38	0.00	False
480	-52.8	16	45	0.00	False
481	153705.2	124	235	0.50	False
482	3932.8	24	58	0.25	False
483	-16.0	6	14	0.00	False
484	-25.2	10	19	0.00	False
485	3834.2	55	139	0.25	False
486	-49.0	16	39	0.00	False
487	-49.6	20	37	0.00	False
488	-116.4	34	104	0.00	False
489	-356.2	111	313	0.00	False
490	-20.0	6	19	0.00	False
491	-26.4	9	24	0.00	False
492	-318.0	96	279	0.00	False
493	3844.2	61	103	0.25	False
494	-63.4	22	51	0.00	False
495	3742.0	82	221	0.25	False
496	-115.4	35	103	0.00	False
497	245588.0	169	328	0.25	False
498	-430.4	129	384	0.00	False
499	-34.8	12	29	0.00	False
500	171690.4	127	254	0.50	False
501	-78.4	27	61	0.00	False
502	3939.2	20	54	0.25	False
503	-440.6	138	379	0.00	False
504	-24.2	8	21	0.00	False
505	-330.4	105	283	0.00	False
506	-69.6	24	63	0.00	False
507	-535.6	158	474	0.00	False
508	87839.2	76	106	0.25	False
509	3723.4	97	218	0.25	False
510	3474.6	164	462	0.25	False
511	3888.0	38	95	0.25	False
512	59860.6	63	105	0.50	False
513	-9.6	3	9	0.00	False
514	-68.8	26	55	0.00	False
515	-352.4	117	296	0.00	False
516	3227.4	231	689	0.25	False
517	-180.2	56	158	0.00	False
518	3940.0	24	44	0.25	False
519	183682.4	128	257	0.25	False
520	-62.0	23	42	0.00	False
521	3834.2	54	140	0.25	False
522	3846.6	53	123	0.25	False
523	153658.4	137	268	0.25	False
524	459334.4	280	557	0.50	False
525	3821.6	67	139	0.25	False
526	-25.0	9	21	0.00	False
527	-505.2	155	444	0.00	False
528	3919.0	31	62	0.25	False
529	81830.6	76	116	0.50	False
530	-66.2	28	46	0.00	False
531	53866.2	54	110	0.25	False
532	3911.8	32	70	0.25	False
533	-28.4	9	24	0.00	False
534	19860.4	57	100	0.50	False
535	-66.8	22	54	0.00	False
536	-111.0	40	90	0.00	False
537	233670.4	147	268	0.50	False
538	-220.2	68	191	0.00	False
539	-204.4	63	180	0.00	False
540	-80.2	31	58	0.00	False
541	-208.8	75	166	0.00	False
542	-23.2	7	22	0.00	False
543	187721.6	124	225	0.25	False
544	-214.8	81	160	0.00	False
545	-106.0	36	94	0.00	False
546	-430.2	137	367	0.00	False
547	-49.0	17	38	0.00	False
548	3391.6	191	535	0.25	False
549	3714.0	90	253	0.25	False
550	-162.8	50	146	0.00	False
551	3868.8	55	82	0.25	False
552	-36.2	17	27	0.00	False
553	-108.0	37	93	0.00	False
554	3831.4	54	151	0.25	False
555	-153.6	54	123	0.00	False
556	-207.2	64	180	0.00	False
557	3783.4	73	182	0.25	False
558	3868.0	42	116	0.25	False
559	3825.2	58	156	0.25	False
560	3717.4	98	227	0.25	False
561	-286.2	97	242	0.00	False
562	-58.8	18	53	0.00	False
563	-145.0	57	113	0.00	False
564	3760.0	77	211	0.25	False
565	3785.2	66	188	0.25	False
566	-148.4	52	121	0.00	False
567	3676.6	99	292	0.25	False
568	-262.4	88	215	0.00	False
569	3853.2	52	117	0.25	False
570	-11.4	4	9	0.00	False
571	-13.6	4	13	0.00	False
572	-26.6	8	24	0.00	False
573	-178.4	63	140	0.00	False
574	-216.8	76	170	0.00	False
575	47917.4	43	50	0.25	False
576	3659.6	107	304	0.25	False
577	-35.2	12	32	0.00	False
578	-420.6	146	336	0.00	False
579	3790.0	82	166	0.25	False
580	3914.8	36	66	0.25	False
581	-20.8	7	19	0.00	False
582	3807.4	63	167	0.25	False
583	-130.4	40	113	0.00	False
584	-120.8	46	90	0.00	False
585	-138.0	46	114	0.00	False
586	179635.8	180	224	0.25	False
587	-156.4	56	122	0.00	False
588	287601.6	181	313	0.25	False
589	-123.8	39	112	0.00	False
590	-20.0	7	18	0.00	False
591	-89.4	29	79	0.00	False
592	3901.4	32	88	0.25	False
593	-48.8	16	45	0.00	False
594	-167.4	61	137	0.00	False
595	397223.6	311	623	0.25	False
596	-40.6	12	35	0.00	False
597	3889.6	37	99	0.25	False
598	-75.0	27	58	0.00	False
599	3761.8	75	217	0.25	False
600	-243.0	80	200	0.00	False
601	3936.8	23	54	0.25	False
602	3883.0	53	75	0.25	False
603	-81.0	30	60	0.00	False
604	-857.2	278	721	0.00	False
605	3948.8	20	42	0.25	False
606	-51.0	17	43	0.00	False
607	-45.6	14	43	0.00	False
608	3762.2	77	212	0.25	False
609	-65.8	26	55	0.00	False
610	31675.6	123	244	0.50	False
611	-26.4	9	24	0.00	False
612	-81.4	30	63	0.00	False
613	93767.0	94	189	0.25	False
614	-48.2	15	44	0.00	False
615	-116.6	44	93	0.00	False
616	25871.4	52	97	0.50	False
617	139727.8	118	211	0.50	False
618	-34.4	16	22	0.00	False
619	-46.4	18	40	0.00	False
620	-45.6	21	26	0.00	False
621	-71.8	27	54	0.00	False
622	101791.6	85	172	0.25	False
623	-193.6	60	177	0.00	False
624	-95.6	33	84	0.00	False
625	-39.6	16	26	0.00	False
626	-1649.4	500	1473	0.00	True
627	259537.0	203	357	0.50	False
628	143768.8	101	191	0.25	False
629	-294.6	99	243	0.00	False
630	-160.4	50	143	0.00	False
631	-29.0	10	25	0.00	False
632	-100.8	30	91	0.00	False
633	-336.4	105	298	0.00	False
634	653672.2	217	217	0.75	False
635	-33.2	13	26	0.00	False
636	3932.8	29	48	0.25	False
637	3466.4	165	470	0.25	False
638	3766.2	77	202	0.25	False
639	-87.4	26	72	0.00	False
640	3893.4	43	72	0.25	False
641	-233.0	76	194	0.00	False
642	-30.0	10	25	0.00	False
643	-193.8	58	173	0.00	False
644	133691.6	128	253	0.50	False
645	3879.0	41	107	0.25	False
646	-40.8	13	38	0.00	False
647	-29.0	11	24	0.00	False
648	97669.8	134	261	0.50	False
649	-114.2	37	102	0.00	False
650	-127.8	59	82	0.00	False
651	-418.6	140	352	0.00	False
652	-311.4	94	284	0.00	False
653	11899.8	46	72	0.50	False
654	-78.4	24	69	0.00	False
655	-1149.8	366	995	0.00	False
656	175508.0	206	381	0.50	False
657	-130.6	48	104	0.00	False
658	3897.8	38	84	0.25	False
659	-119.4	42	91	0.00	False
660	245643.0	151	301	0.50	False
661	-108.0	42	88	0.00	False
662	-135.4	44	119	0.00	False
663	227581.8	173	342	0.50	False
664	-417.6	131	371	0.00	False
665	91828.6	76	136	0.25	False
666	-8.0	2	8	0.00	False
667	3633.8	112	330	0.25	False
668	-411.0	154	306	0.00	False
669	-16.8	5	16	0.00	False
670	-24.8	9	22	0.00	False
671	-23.2	9	20	0.00	False
672	17846.8	63	117	0.50	False
673	3858.8	46	126	0.25	False
674	-980.6	309	868	0.00	False
675	-111.4	50	78	0.00	False
676	85690.0	133	239	0.25	False
677	-44.2	13	41	0.00	False
678	-304.0	115	230	0.00	False
679	47857.4	62	111	0.25	False
680	59825.4	73	144	0.25	False
681	-301.6	98	264	0.00	False
682	59852.4	81	86	0.25	False
683	-123.2	43	101	0.00	False
684	2985.4	313	917	0.25	False
685	-76.4	28	60	0.00	False
686	41867.4	54	107	0.25	False
687	347397.2	251	496	0.25	False
688	-73.4	29	54	0.00	False
689	23703.6	118	228	0.50	False
690	1269504.4	358	359	0.50	False
691	-769.4	233	700	0.00	False
692	649046.0	415	770	0.25	False
693	237574.8	183	342	0.50	False
694	-207.0	71	174	0.00	False
695	3387.8	191	546	0.25	False
696	-309.8	97	279	0.00	False
697	-38.4	14	34	0.00	False
698	-83.2	26	78	0.00	False
699	49776.6	96	167	0.50	False
700	-732.8	223	653	0.00	False
701	-474.4	144	424	0.00	False
702	-66.4	23	55	0.00	False
703	125735.6	115	200	0.25	False
704	217854.2	102	70	0.75	False
705	537171.6	352	677	0.25	False
706	3912.0	30	78	0.25	False
707	77800.2	80	162	0.25	False
708	3634.4	124	321	0.25	False
709	3575.2	147	357	0.25	False
710	3892.0	44	84	0.25	False
711	-70.0	26	59	0.00	False
712	61860.4	60	116	0.25	False
713	-73.6	37	45	0.00	False
714	-23.2	8	21	0.00	False
715	3507.4	168	412	0.25	False
716	109825.0	76	144	0.50	False
717	199896.8	82	57	0.50	False
718	107840.6	93	101	0.50	False
719	3474.8	172	460	0.25	False
720	3823.4	56	159	0.25	False
721	719691.8	218	216	0.75	False
722	3861.8	48	124	0.25	False
723	-177.4	57	161	0.00	False
724	-134.6	52	105	0.00	False
725	65741.6	117	183	0.25	False
726	41825.8	71	137	0.50	False
727	-20.4	7	16	0.00	False
728	3795.8	71	171	0.25	False
729	3808.2	67	157	0.25	False
730	-179.2	57	162	0.00	False
731	3903.8	37	80	0.25	False
732	3484.2	173	451	0.25	False
733	-127.2	42	107	0.00	False
734	-89.6	36	71	0.00	False
735	-18.6	8	14	0.00	False
736	-84.0	29	71	0.00	False
737	-121.6	47	95	0.00	False
738	3649.2	113	316	0.25	False
739	37694.0	134	222	0.50	False
740	3645.0	112	316	0.25	False
741	53894.6	47	84	0.25	False
742	-179.6	70	132	0.00	False
743	3580.2	153	351	0.25	False
744	-201.6	71	161	0.00	False
745	-139.6	48	124	0.00	False
746	77867.4	58	110	0.50	False
747	61905.2	54	61	0.25	False
748	-102.6	44	73	0.00	False
749	3746.2	91	213	0.25	False
750	3232.2	239	695	0.25	False
751	-74.6	32	50	0.00	False
752	-104.6	41	86	0.00	False
753	-176.4	62	151	0.00	False
754	-148.6	47	130	0.00	False
755	-132.4	39	119	0.00	False
756	3901.0	33	85	0.25	False
757	-102.4	37	86	0.00	False
758	-148.2	47	132	0.00	False
759	3871.0	50	103	0.25	False
760	139760.4	107	185	0.25	False
761	-20.8	7	19	0.00	False
762	-62.2	23	51	0.00	False
763	-274.2	89	245	0.00	False
764	3904.4	34	86	0.25	False
765	3794.8	65	182	0.25	False
766	-170.2	52	152	0.00	False
767	-34.8	13	28	0.00	False
768	21728.0	114	205	0.50	False
769	-1480.2	472	1312	0.00	False
770	-96.6	32	85	0.00	False
771	-198.4	62	176	0.00	False
772	533298.8	316	561	0.25	False
773	3818.2	67	152	0.25	False
774	-56.6	21	46	0.00	False
775	57838.0	67	129	0.25	False
776	-65.0	23	57	0.00	False
777	3927.2	27	62	0.25	False
778	195718.2	122	231	0.50	False
779	35905.4	43	76	0.25	False
780	-165.0	65	130	0.00	False
781	-105.6	45	82	0.00	False
782	-141.0	42	123	0.00	False
783	3509.6	155	436	0.25	False
784	-302.2	93	276	0.00	False
785	-78.2	25	69	0.00	False
786	-196.4	68	170	0.00	False
787	11895.8	45	78	0.25	False
788	-233.8	73	213	0.00	False
789	3516.0	161	417	0.25	False
790	63909.0	51	67	0.50	False
791	3725.6	86	245	0.25	False
792	3669.8	102	305	0.25	False
793	3414.4	190	515	0.25	False
794	43914.0	56	42	0.25	False
795	-425.4	139	369	0.00	False
796	471288.0	330	549	0.25	False
797	3679.0	111	267	0.25	False
798	47895.2	47	85	0.25	False
799	23842.2	68	121	0.50	False
800	191690.2	133	262	0.50	False
801	3526.2	145	424	0.25	False
802	-96.2	36	73	0.00	False
803	-87.0	32	73	0.00	False
804	3903.2	35	84	0.25	False
805	87752.8	103	202	0.25	False
806	275543.4	189	375	0.50	False
807	125692.2	138	240	0.25	False
808	31854.2	68	112	0.25	False
809	97869.8	79	81	0.50	False
810	-94.2	36	78	0.00	False
811	3404.2	182	542	0.25	False
812	3868.4	47	113	0.25	False
813	3879.6	40	106	0.25	False
814	-253.0	77	228	0.00	False
815	3520.4	148	437	0.25	False
816	3790.8	69	188	0.25	False
817	83847.4	78	107	0.50	False
818	3721.6	91	250	0.25	False
819	3557.2	139	405	0.25	False
