Episode	TotalReward	Steps	Collisions	SuccessRate	Timeout
1	-26.0	7	23	0.00	False
2	3946.0	17	51	0.25	False
3	-48.2	14	40	0.00	False
4	-9.6	3	9	0.00	False
5	-69.4	21	57	0.00	False
6	-184.8	53	153	0.00	False
7	-33.6	11	26	0.00	False
8	-17.2	5	14	0.00	False
9	-36.8	12	29	0.00	False
10	-174.6	49	148	0.00	False
11	-62.0	18	47	0.00	False
12	-22.4	8	15	0.00	False
13	-40.8	12	34	0.00	False
14	-147.8	43	123	0.00	False
15	-21.6	7	20	0.00	False
16	-22.6	7	20	0.00	False
17	-23.8	9	17	0.00	False
18	-10.4	3	10	0.00	False
19	-54.4	16	47	0.00	False
20	-61.0	18	47	0.00	False
21	-37.8	13	33	0.00	False
22	-25.0	8	22	0.00	False
23	-79.6	24	68	0.00	False
24	-18.8	7	14	0.00	False
25	-261.2	79	195	0.00	False
26	-13.6	4	13	0.00	False
27	-11.2	3	11	0.00	False
28	-12.0	4	11	0.00	False
29	-18.8	6	15	0.00	False
30	-20.0	6	19	0.00	False
31	3343.6	190	556	0.25	False
32	-197.4	60	168	0.00	False
33	-15.2	6	13	0.00	False
34	-20.0	7	18	0.00	False
35	-30.8	9	27	0.00	False
36	-210.0	60	180	0.00	False
37	-223.6	64	193	0.00	False
38	-56.0	18	47	0.00	False
39	-285.6	92	225	0.00	False
40	-41.0	12	38	0.00	False
41	-534.4	153	450	0.00	False
42	-64.0	19	56	0.00	False
43	-44.8	14	37	0.00	False
44	-17.0	5	15	0.00	False
45	-13.6	4	13	0.00	False
46	-38.8	13	33	0.00	False
47	-118.8	37	104	0.00	False
48	-26.6	10	22	0.00	False
49	-613.2	177	532	0.00	False
50	-17.8	5	16	0.00	False
51	-846.8	256	730	0.00	False
52	-260.8	84	202	0.00	False
53	-39.6	12	35	0.00	False
54	-76.2	22	67	0.00	False
55	3303.2	203	606	0.25	False
56	5864.6	49	96	0.25	False
57	3300.0	204	604	0.25	False
58	-292.4	89	244	0.00	False
59	3196.2	241	693	0.25	False
60	143757.2	96	193	0.25	False
61	-760.0	222	658	0.00	False
62	89446.0	202	403	0.25	False
63	-10.4	3	10	0.00	False
64	-22.2	7	17	0.00	False
65	-62.0	19	56	0.00	False
66	-332.6	101	286	0.00	False
