Episode	TotalReward	Steps	Collisions	SuccessRate	Timeout
1	-10.4	3	10	0.00	False
2	-13.6	4	13	0.00	False
3	-10.4	3	10	0.00	False
4	-23.4	7	21	0.00	False
5	-22.8	7	19	0.00	False
6	-14.4	4	14	0.00	False
7	-274.2	76	228	0.00	False
8	-91.2	27	82	0.00	False
9	-22.6	7	20	0.00	False
10	-54.6	16	46	0.00	False
11	-33.0	10	30	0.00	False
12	-42.0	12	38	0.00	False
13	-24.0	7	18	0.00	False
14	-35.0	10	30	0.00	False
15	-75.8	22	64	0.00	False
16	-14.8	5	11	0.00	False
17	-23.8	7	19	0.00	False
18	-18.6	5	17	0.00	False
19	-247.6	70	212	0.00	False
20	-408.8	116	345	0.00	False
21	-17.0	5	15	0.00	False
22	-25.4	9	19	0.00	False
23	-8.0	2	8	0.00	False
24	-98.0	29	81	0.00	False
25	-17.8	5	16	0.00	False
26	-25.8	8	23	0.00	False
27	-17.8	5	16	0.00	False
28	-14.4	4	14	0.00	False
29	-8.0	2	8	0.00	False
30	-52.2	16	43	0.00	False
31	-28.4	8	25	0.00	False
32	-30.6	9	28	0.00	False
33	-17.6	5	17	0.00	False
34	-26.0	9	21	0.00	False
35	-12.2	4	10	0.00	False
36	-32.4	9	29	0.00	False
37	-21.4	7	16	0.00	False
38	3925.4	23	67	0.25	False
39	-49.4	16	42	0.00	False
40	-22.6	7	20	0.00	False
41	3787.0	66	172	0.25	False
42	-57.4	18	45	0.00	False
43	-17.2	5	14	0.00	False
44	-39.8	13	33	0.00	False
45	-27.6	8	24	0.00	False
46	-35.2	12	27	0.00	False
47	-25.0	7	23	0.00	False
48	-11.2	3	11	0.00	False
49	-25.4	7	21	0.00	False
50	-61.4	18	55	0.00	False
51	-25.0	7	23	0.00	False
52	-84.8	25	71	0.00	False
53	-42.6	12	35	0.00	False
54	-26.6	8	24	0.00	False
55	3472.4	152	453	0.25	False
56	-26.2	8	21	0.00	False
57	-39.2	13	31	0.00	False
58	-136.4	39	114	0.00	False
59	-123.2	36	103	0.00	False
60	-73.8	23	63	0.00	False
61	-195.8	56	165	0.00	False
