Episode	TotalReward	Steps	Collisions	SuccessRate	Timeout
1	-12.8	4	12	0.00	False
2	-114.4	32	96	0.00	False
3	-16.0	5	15	0.00	False
4	-18.8	7	14	0.00	False
5	-29.8	9	27	0.00	False
6	-10.4	3	10	0.00	False
7	-10.4	3	10	0.00	False
8	-14.4	4	14	0.00	False
9	-91.0	26	79	0.00	False
10	-33.2	10	24	0.00	False
11	-11.2	3	11	0.00	False
12	-42.8	13	38	0.00	False
13	-10.4	3	10	0.00	False
14	-12.0	4	11	0.00	False
15	-46.2	13	41	0.00	False
16	-21.0	6	19	0.00	False
17	-15.4	4	14	0.00	False
18	-16.8	5	16	0.00	False
19	-54.0	17	43	0.00	False
20	-8.0	2	8	0.00	False
21	-13.6	4	13	0.00	False
22	-21.8	7	19	0.00	False
23	-106.4	30	88	0.00	False
24	-24.4	7	21	0.00	False
25	-9.6	3	9	0.00	False
26	-13.6	4	13	0.00	False
27	-13.6	4	13	0.00	False
28	-113.2	32	97	0.00	False
29	-14.4	4	14	0.00	False
30	-38.4	12	31	0.00	False
31	-38.2	11	33	0.00	False
32	-87.0	24	71	0.00	False
33	-13.6	4	13	0.00	False
34	-20.2	6	18	0.00	False
35	-38.0	11	34	0.00	False
36	-24.4	7	21	0.00	False
37	-10.4	3	10	0.00	False
38	-17.8	6	15	0.00	False
39	-38.0	11	34	0.00	False
40	-27.4	8	25	0.00	False
41	-10.4	3	10	0.00	False
42	-24.6	8	19	0.00	False
43	-16.8	5	16	0.00	False
44	-34.6	11	31	0.00	False
45	-11.2	3	11	0.00	False
46	-31.6	9	28	0.00	False
47	-25.2	8	21	0.00	False
48	-17.8	5	16	0.00	False
49	-22.2	7	17	0.00	False
50	-57.8	16	50	0.00	False
51	-11.2	3	11	0.00	False
52	-11.2	3	11	0.00	False
53	-56.0	18	42	0.00	False
54	-40.8	12	34	0.00	False
55	-72.2	21	63	0.00	False
56	-27.6	8	24	0.00	False
57	-14.4	4	14	0.00	False
58	-73.4	21	62	0.00	False
59	-13.6	5	12	0.00	False
60	-221.4	63	190	0.00	False
61	-11.2	3	11	0.00	False
62	-16.0	5	15	0.00	False
63	-52.8	16	45	0.00	False
64	-35.0	11	29	0.00	False
65	-44.8	14	37	0.00	False
66	-44.0	13	37	0.00	False
67	-103.0	31	84	0.00	False
68	-104.4	31	87	0.00	False
69	-88.4	26	77	0.00	False
70	-8.0	2	8	0.00	False
71	-499.6	144	423	0.00	False
72	-62.4	18	55	0.00	False
73	-52.8	16	45	0.00	False
74	-20.4	6	17	0.00	False
75	-17.0	5	15	0.00	False
76	-19.4	6	17	0.00	False
77	-128.4	41	97	0.00	False
78	-102.4	30	88	0.00	False
79	-76.2	22	67	0.00	False
80	-78.8	23	68	0.00	False
81	-19.2	6	18	0.00	False
82	-31.8	9	27	0.00	False
83	-21.8	6	20	0.00	False
84	-57.0	17	53	0.00	False
85	-24.0	7	23	0.00	False
86	-51.2	15	44	0.00	False
87	-28.4	9	24	0.00	False
88	-39.2	13	31	0.00	False
89	-118.0	35	100	0.00	False
90	-19.2	7	17	0.00	False
91	-22.8	6	20	0.00	False
92	-34.6	11	31	0.00	False
93	-12.0	4	11	0.00	False
94	-17.8	5	16	0.00	False
95	-52.8	15	46	0.00	False
96	-176.0	62	103	0.00	False
97	-19.0	6	14	0.00	False
98	-488.6	139	418	0.00	False
99	-44.6	14	38	0.00	False
100	-23.4	7	21	0.00	False
101	-328.6	93	279	0.00	False
102	3886.0	35	98	0.25	False
103	-206.6	58	174	0.00	False
104	-76.8	23	63	0.00	False
105	-19.2	6	18	0.00	False
106	-16.0	5	15	0.00	False
107	-72.4	23	60	0.00	False
108	-43.0	13	32	0.00	False
109	-177.8	51	155	0.00	False
110	-77.4	23	65	0.00	False
111	-72.4	23	55	0.00	False
112	-97.4	29	79	0.00	False
113	-29.0	9	21	0.00	False
114	-15.2	5	14	0.00	False
115	-37.4	13	30	0.00	False
116	-33.2	10	29	0.00	False
117	-100.8	29	87	0.00	False
118	-64.6	18	54	0.00	False
119	-223.0	70	170	0.00	False
120	-35.6	10	32	0.00	False
121	-16.8	5	16	0.00	False
122	3843.4	47	138	0.25	False
123	-20.8	7	19	0.00	False
124	3915.0	26	77	0.25	False
125	-426.8	124	342	0.00	False
126	-25.4	8	20	0.00	False
127	-106.0	32	83	0.00	False
128	-38.4	14	24	0.00	False
129	-54.6	17	45	0.00	False
130	-11.2	3	11	0.00	False
131	-50.4	16	42	0.00	False
132	-40.4	12	36	0.00	False
133	-322.2	93	276	0.00	False
134	-193.0	56	159	0.00	False
135	-14.8	5	11	0.00	False
136	-19.4	6	17	0.00	False
137	-55.4	17	51	0.00	False
138	-14.6	4	13	0.00	False
139	-211.6	61	181	0.00	False
140	-20.2	6	18	0.00	False
141	-29.8	12	19	0.00	False
142	-159.4	49	124	0.00	False
143	-11.2	3	11	0.00	False
144	-282.0	85	210	0.00	False
145	-48.0	15	40	0.00	False
146	-125.0	42	93	0.00	False
147	-39.2	11	33	0.00	False
148	3851.0	45	133	0.25	False
149	-22.8	7	19	0.00	False
150	-30.6	9	28	0.00	False
151	-22.0	6	19	0.00	False
152	-22.8	6	20	0.00	False
153	-74.8	24	62	0.00	False
154	23788.4	76	139	0.50	False
155	-43.0	12	38	0.00	False
156	-31.8	11	25	0.00	False
157	3684.8	94	263	0.25	False
158	-34.8	13	28	0.00	False
159	-68.4	20	58	0.00	False
160	-234.6	69	193	0.00	False
161	-87.8	26	75	0.00	False
162	-23.6	7	20	0.00	False
163	-59.0	17	53	0.00	False
164	-312.4	91	262	0.00	False
165	-23.8	8	18	0.00	False
166	-219.2	68	161	0.00	False
167	-18.6	5	17	0.00	False
168	3826.8	51	151	0.25	False
169	-17.8	5	16	0.00	False
