episode,total_reward,steps,collisions,success_rate,timeout,avg_distance,epsilon
1,-1199.0,8,24,0.00,0,13.61,0.997
2,-2795.7,22,56,0.00,0,12.90,0.994
3,-3550.7,23,71,0.00,0,13.66,0.991
4,-400.0,2,8,0.00,0,13.83,0.988
5,-2440.7,19,49,0.00,0,12.34,0.985
6,-949.7,6,19,0.00,0,13.73,0.982
7,-650.3,4,13,0.00,0,13.83,0.979
8,-14795.1,98,296,0.00,0,12.05,0.976
9,-1047.1,7,21,0.00,0,13.38,0.973
10,-1096.9,7,22,0.00,0,13.37,0.970
11,-8750.5,59,175,0.00,0,13.14,0.967
12,-2197.3,19,44,0.00,0,13.09,0.965
13,-1647.0,11,33,0.00,0,13.32,0.962
14,-446.2,3,9,0.00,0,13.32,0.959
15,-750.5,5,15,0.00,0,13.83,0.956
16,-11803.7,78,236,0.00,0,13.37,0.953
17,-996.6,8,20,0.00,0,13.26,0.950
18,-1149.2,7,23,0.00,0,13.67,0.947
19,-39789.3,300,796,0.00,0,9.07,0.945
20,-548.3,3,11,0.00,0,13.61,0.942
21,-548.7,3,11,0.00,0,13.66,0.939
22,-1346.1,11,27,0.00,0,13.13,0.936
23,-1999.4,13,40,0.00,0,13.61,0.933
24,-1146.7,9,23,0.00,0,13.26,0.930
25,-37863.9,254,758,0.00,0,10.61,0.928
26,-1698.9,11,34,0.00,0,13.57,0.925
27,-1195.1,12,24,0.00,0,12.92,0.922
28,-498.4,3,10,0.00,0,13.61,0.919
29,-8590.0,57,172,0.00,0,11.88,0.917
30,-6090.8,41,122,0.00,0,12.15,0.914
31,-2043.2,17,41,0.00,0,12.64,0.911
32,-798.2,6,16,0.00,0,13.51,0.908
33,-1099.6,8,22,0.00,0,13.65,0.906
34,-946.9,6,19,0.00,0,13.38,0.903
35,-548.7,3,11,0.00,0,13.66,0.900
36,-1149.1,7,23,0.00,0,13.65,0.897
37,-3745.2,28,75,0.00,0,12.77,0.895
38,-4194.4,30,84,0.00,0,12.68,0.892
39,-8750.2,89,256,0.25,0,9.81,0.889
40,-6143.7,61,124,0.00,0,7.41,0.887
41,-2236.1,21,45,0.00,0,11.61,0.884
42,-4989.2,42,100,0.00,0,11.63,0.881
43,-1641.2,16,33,0.00,0,12.35,0.879
44,-698.8,4,14,0.00,0,13.65,0.876
45,-2596.0,20,52,0.00,0,12.98,0.874
46,-1300.0,11,26,0.00,0,13.61,0.871
47,-994.9,9,20,0.00,0,13.00,0.868
48,-33203.8,224,666,0.00,0,12.07,0.866
49,-1745.1,14,35,0.00,0,12.95,0.863
50,-2650.9,20,53,0.00,0,13.61,0.861
51,-550.1,3,11,0.00,0,13.83,0.858
52,-5446.7,40,109,0.00,0,12.79,0.855
53,-1300.2,9,26,0.00,0,13.73,0.853
54,-2085.4,17,42,0.00,0,11.69,0.850
55,-4741.7,31,95,0.00,0,12.43,0.848
56,-1799.0,13,36,0.00,0,13.51,0.845
57,-3201.3,29,64,0.00,0,13.35,0.843
58,573.7,27,69,0.25,0,11.03,0.840
59,-4804.8,64,177,0.25,0,10.15,0.838
60,-549.3,3,11,0.00,0,13.73,0.835
61,-647.6,5,13,0.00,0,13.44,0.833
62,-1448.3,10,29,0.00,0,13.48,0.830
63,-596.2,5,12,0.00,0,13.26,0.828
64,-7999.0,103,242,0.25,0,8.55,0.825
65,-1194.1,8,24,0.00,0,12.99,0.823
66,90015.7,123,243,0.50,0,6.49,0.820
67,-1149.9,9,23,0.00,0,13.65,0.818
68,40303.3,120,236,0.50,0,6.26,0.815
69,119704.6,104,208,0.25,0,9.25,0.813
70,-795.1,6,16,0.00,0,13.11,0.810
71,-1588.9,13,32,0.00,0,12.19,0.808
72,-2397.0,16,48,0.00,0,13.26,0.805
73,-3841.1,25,77,0.00,0,12.43,0.803
74,-19734.5,162,476,0.25,0,9.41,0.801
75,-1944.0,13,39,0.00,0,12.92,0.798
76,-2185.5,15,44,0.00,0,11.82,0.796
77,-7890.8,52,158,0.00,0,12.05,0.793
78,-945.9,7,19,0.00,0,13.21,0.791
79,7375.7,44,54,0.50,0,6.93,0.789
80,-743.4,7,15,0.00,0,12.84,0.786
81,-5528.8,47,111,0.00,0,10.26,0.784
82,-996.9,6,20,0.00,0,13.39,0.782
83,-712.8,42,95,0.25,0,9.46,0.779
84,75477.0,65,131,0.25,0,10.62,0.777
85,-794.6,7,16,0.00,0,13.00,0.775
86,-5469.6,42,110,0.00,0,10.25,0.772
87,269897.8,226,446,0.25,0,7.61,0.770
88,-1697.2,12,34,0.00,0,13.31,0.768
89,-2343.4,15,47,0.00,0,12.85,0.765
90,-1499.6,12,30,0.00,0,13.56,0.763
91,-4591.0,61,173,0.25,0,10.59,0.761
92,-4798.8,60,177,0.25,0,11.19,0.758
93,-13814.0,120,357,0.25,0,9.41,0.756
94,-5437.4,37,109,0.00,0,11.76,0.754
95,-3585.4,26,72,0.00,0,11.60,0.752
96,-1395.3,9,28,0.00,0,13.15,0.749
97,-1498.4,10,30,0.00,0,13.51,0.747
98,-895.8,7,18,0.00,0,13.18,0.745
99,-7446.7,86,230,0.25,0,7.64,0.743
100,-6950.2,48,139,0.00,0,13.19,0.740
